index,Type,Core_Density,BiC A,BiC B,CC AB,F1,F1_Individual_Nodes_Considered,Team_Strength,Number_of_Self_Activations,Self Activation Status,Team Size
Density 40%_Without Self Activation_Network_68,Lowered Density,Density 40%,0.6950489988883446,0.7290478996877277,-0.9431000846608346,0.7244962036878461,0.2325169835017411,0.27,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_69,Lowered Density,Density 40%,0.7528153160151533,0.7630581807017598,-0.9256861791807416,0.776041038020519,0.2726614363307181,0.4460000000000001,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_70,Lowered Density,Density 40%,0.7406939187435874,0.7362366753203657,-0.9461894115823124,0.7571957998764669,0.293514515132798,0.434,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_71,Lowered Density,Density 40%,0.7265399937384063,0.7547099061030925,-0.9517878018115624,0.7397912993758041,0.3593176728450946,0.448,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_72,Lowered Density,Density 40%,0.7842730665943931,0.805353315896543,-0.9276914915986608,0.8201490742967059,0.3139576821351286,0.445,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_73,Lowered Density,Density 40%,0.794611247053167,0.8283443353475173,-0.9221912690302984,0.8382607691419333,0.347499711283058,0.429,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_74,Lowered Density,Density 40%,0.7676822619739594,0.7896850026841481,-0.9364216258166312,0.8140278729723555,0.3284212931231437,0.386,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_75,Lowered Density,Density 40%,0.6475102944419713,0.6906304796880155,-0.9445820952827476,0.6546103156121489,0.2659664073725412,0.4330000000000001,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_76,Lowered Density,Density 40%,0.7759024360830793,0.7459949860320904,-0.9298506041240376,0.7796356088560885,0.2964137453874538,0.449,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_77,Lowered Density,Density 40%,0.8479569913376573,0.8576171398566889,-0.909311874126323,0.8866718977693083,0.3792736240331801,0.4420000000000001,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_78,Lowered Density,Density 40%,0.601681458360904,0.7029057076555001,-0.951522380638916,0.60875896661453,0.2516045520737824,0.3890000000000001,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_79,Lowered Density,Density 40%,0.7194896386749373,0.7198020127311574,-0.94385840983754,0.7138724142919138,0.2920102222865133,0.4430000000000001,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_80,Lowered Density,Density 40%,0.8390898786158311,0.8094882365625655,-0.9207812875097036,0.8548495802953251,0.3464861221738864,0.4370000000000001,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_81,Lowered Density,Density 40%,0.6953622778202738,0.6621519661761137,-0.9610493126423876,0.6759362772498603,0.3193124650642817,0.447,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_82,Lowered Density,Density 40%,0.7764927214456342,0.8023750564089166,-0.933105772949186,0.7988835811282271,0.335086683484515,0.3560000000000001,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_83,Lowered Density,Density 40%,0.7710923103183408,0.8044546602925412,-0.9316302683137728,0.7949593495934959,0.36,0.451,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_84,Lowered Density,Density 40%,0.7257252887755583,0.7774979803692957,-0.9329854302341573,0.7558293452805214,0.3057224315242847,0.448,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_85,Lowered Density,Density 40%,0.7346842205152943,0.7599043834706912,-0.9345965815963292,0.7710161159853152,0.2592869143177151,0.377,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_86,Lowered Density,Density 40%,0.6692202474363107,0.7138092281095013,-0.9490828723574596,0.6895121571880346,0.2797967753641972,0.435,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_87,Lowered Density,Density 40%,0.7192217517591529,0.7062677504685073,-0.9434414250581628,0.6961121534292266,0.3012299353762768,0.442,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_88,Lowered Density,Density 40%,0.7878494258459604,0.7792009523869421,-0.9396558427476605,0.820535467844328,0.3300579630140767,0.448,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_89,Lowered Density,Density 40%,0.7246886149211887,0.787575603456557,-0.9400375433837682,0.7650196236288618,0.3031599074167254,0.446,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_90,Lowered Density,Density 40%,0.6692777284950464,0.6406700286297737,-0.9562479263548432,0.6492692103612947,0.2375669287540398,0.4270000000000001,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_91,Lowered Density,Density 40%,0.7180473455785968,0.6887195240051796,-0.9365946757087472,0.7193561461409299,0.2265647617393318,0.419,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_92,Lowered Density,Density 40%,0.5317789769238331,0.5633904164094434,-0.9473748140009864,0.5170340681362725,0.1800267201068804,0.268,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_93,Lowered Density,Density 40%,0.6039044840208824,0.6291330490434055,-0.9517441032745068,0.5928622705363552,0.1993641677776638,0.427,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_94,Lowered Density,Density 40%,0.6574009335383423,0.6679354219200452,-0.9514111530413604,0.6556283052127927,0.2457819189121128,0.377,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_95,Lowered Density,Density 40%,0.5729427116665229,0.6611342445383257,-0.9580061515672263,0.57549060737426,0.2092481238055283,0.3870000000000001,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_96,Lowered Density,Density 40%,0.7733929065711718,0.7829521106382941,-0.9314885510369332,0.7911149910276929,0.3080653765944032,0.451,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_97,Lowered Density,Density 40%,0.6567092294760148,0.687277305189067,-0.9541772093309624,0.6746307777609759,0.2458793285951913,0.439,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_98,Lowered Density,Density 40%,0.7788930088465512,0.839033021855819,-0.918916078492692,0.8431315652022517,0.3272590099239742,0.447,0,Without Self Activation,5.0
Density 40%_Without Self Activation_Network_99,Lowered Density,Density 40%,0.7361467353679193,0.7575557540110899,-0.9366940730865172,0.77653294783761,0.2913504397060595,0.449,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_0,Lowered Density,Density 52%,0.8642714169540581,0.863349025974443,-0.9196439198982198,0.8872839824606654,0.5350012896569513,0.4600000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_1,Lowered Density,Density 52%,0.823274829296689,0.8339648956278766,-0.9163764518229112,0.8651482466261977,0.4617970200170571,0.4670000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_2,Lowered Density,Density 52%,0.847992525074825,0.8523508008885511,-0.9267817994761895,0.8732644570146323,0.5206862699266046,0.402,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_3,Lowered Density,Density 52%,0.8515220038705786,0.8860013901133403,-0.9084501562762248,0.9030818932362444,0.4807958566227372,0.4670000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_4,Lowered Density,Density 52%,0.8816077632874698,0.8928422178067236,-0.9078411142752708,0.9141696043869956,0.5632099490795143,0.468,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_5,Lowered Density,Density 52%,0.8072196318732905,0.785841233788542,-0.9364021106773742,0.8161601521808053,0.4461705693192626,0.4690000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_6,Lowered Density,Density 52%,0.8000529040974842,0.8209082150419241,-0.9302172779330924,0.8373654481509112,0.4613130128956623,0.4620000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_7,Lowered Density,Density 52%,0.5919837144081331,0.6222342252970436,-0.9558438126375804,0.5719665271966528,0.2375174337517433,0.396,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_8,Lowered Density,Density 52%,0.8482000946751498,0.8435416633122733,-0.9217177304367652,0.8765029940119761,0.4678323353293413,0.4670000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_9,Lowered Density,Density 52%,0.7721081665891469,0.8212581865955512,-0.9445424347934828,0.8128757290264693,0.4097353073126962,0.4680000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_10,Lowered Density,Density 52%,0.8414077107744342,0.791800706182152,-0.9284891069845732,0.8419187381451533,0.441100129779375,0.4650000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_11,Lowered Density,Density 52%,0.8665700451598823,0.8697100313207793,-0.9169953112750886,0.8889051522248244,0.5237119437939111,0.4690000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_12,Lowered Density,Density 52%,0.7719357602822164,0.7776646817004935,-0.9378072803273044,0.8015629210455403,0.3962274319590407,0.4590000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_13,Lowered Density,Density 52%,0.8559564616661935,0.8615520191822112,-0.9162054276139572,0.8875054503173296,0.5037546630492709,0.4710000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_14,Lowered Density,Density 52%,0.8291928052951106,0.8354660938719365,-0.9269844802739718,0.8489312824610468,0.4812225329604475,0.454,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_15,Lowered Density,Density 52%,0.8200042545951525,0.8181258296188042,-0.9216593162285684,0.8519475357710652,0.4188692368839428,0.4700000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_16,Lowered Density,Density 52%,0.7893790126513535,0.7662349426304903,-0.94120998423892,0.792728148326511,0.4595232362147844,0.455,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_17,Lowered Density,Density 52%,0.8492754998154333,0.869483495407871,-0.9177314781634776,0.8959772450223487,0.4843051605038602,0.4680000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_18,Lowered Density,Density 52%,0.7507689251145198,0.7778083031165982,-0.9361194044035864,0.7919874466728779,0.3858186632668072,0.4610000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_19,Lowered Density,Density 52%,0.8322709770894428,0.8208479632884352,-0.936744916808014,0.8563013126768403,0.4484901897119532,0.4660000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_20,Lowered Density,Density 52%,0.7456162559579644,0.8068349630595998,-0.9444538405366892,0.8020052827340844,0.4052611719044795,0.454,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_21,Lowered Density,Density 52%,0.838965440427256,0.8039109269357492,-0.9297694901308712,0.8500818173067668,0.4828183655789778,0.4640000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_22,Lowered Density,Density 52%,0.8850792114339976,0.8690212648346333,-0.9091827842082628,0.9065356601652246,0.5168402013980544,0.4580000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_23,Lowered Density,Density 52%,0.8343383950772602,0.8537802890452898,-0.9250459289723466,0.8545621696161801,0.5347736152608595,0.4710000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_24,Lowered Density,Density 52%,0.7822608785787809,0.7824862063728238,-0.9496034084434642,0.788711776187378,0.4886141834743006,0.4720000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_25,Lowered Density,Density 52%,0.7803407240567831,0.7749188741395228,-0.9426060144008512,0.7966944639807093,0.4405204460966542,0.4640000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_26,Lowered Density,Density 52%,0.8496123323396269,0.8636229515155818,-0.9151124760318212,0.8910468734316973,0.4805781391147244,0.4690000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_27,Lowered Density,Density 52%,0.8060576789824933,0.8446653186855827,-0.9256328370102892,0.843328728623827,0.4435287953127232,0.4640000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_28,Lowered Density,Density 52%,0.8118090713108762,0.8033269772176069,-0.9375461200847766,0.8129940147119294,0.5222734956823686,0.463,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_29,Lowered Density,Density 52%,0.8311289932861735,0.8407493705139042,-0.9239846701111356,0.8576936051274637,0.4514481229820249,0.4650000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_30,Lowered Density,Density 52%,0.8607665908333665,0.856327445487244,-0.9169355487352364,0.886466021278635,0.5148567046870507,0.4690000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_31,Lowered Density,Density 52%,0.8815294304485161,0.8833230885635543,-0.9101853328600696,0.9099460998677922,0.5486118173497406,0.4680000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_32,Lowered Density,Density 52%,0.8503201092278138,0.8405551325366637,-0.9289934114443276,0.8716139537178664,0.5207480140129275,0.4670000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_33,Lowered Density,Density 52%,0.8298890809495202,0.8467202882819231,-0.9173105932273748,0.8686868686868687,0.4581837330652497,0.4650000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_34,Lowered Density,Density 52%,0.7978612149017883,0.7518047298976885,-0.9372319836912882,0.7910659418577168,0.4147010163082014,0.4600000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_35,Lowered Density,Density 52%,0.8581055761533491,0.8234661213037234,-0.9224063319766562,0.8681275679906085,0.4552925063588339,0.4660000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_36,Lowered Density,Density 52%,0.6218241119418966,0.6417324025006983,-0.9625268824693796,0.613579180592587,0.3392166435089564,0.4580000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_37,Lowered Density,Density 52%,0.7970543471685597,0.8039016902685658,-0.9400669886879448,0.8098975782521298,0.4678376567435627,0.4580000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_38,Lowered Density,Density 52%,0.8257409131203749,0.876032907134753,-0.9179102424619592,0.8834246778255074,0.4430948501456574,0.4650000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_39,Lowered Density,Density 52%,0.8157051305432593,0.8347762629702976,-0.9272869345154638,0.8550521998508576,0.4471942580164056,0.4720000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_40,Lowered Density,Density 52%,0.8319300490269748,0.8082137058509778,-0.9356116255376888,0.8437773378148166,0.4387402734932547,0.4700000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_41,Lowered Density,Density 52%,0.8547382931103427,0.8587340906049704,-0.918822894644552,0.8907655302238026,0.4549257477515164,0.4670000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_42,Lowered Density,Density 52%,0.7381718455229297,0.6848068200477929,-0.9438406183960816,0.7207295649478144,0.3345561641004443,0.447,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_43,Lowered Density,Density 52%,0.8300083987594374,0.8070791527079331,-0.934951989167514,0.8211564715726428,0.525564803804994,0.471,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_44,Lowered Density,Density 52%,0.820216571729648,0.8178006003689773,-0.9307040102157516,0.8472514268549114,0.4589966957044157,0.466,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_45,Lowered Density,Density 52%,0.8002842882751633,0.8211716631179145,-0.9357765966026398,0.8221738341498821,0.4997278170930865,0.4700000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_46,Lowered Density,Density 52%,0.7130587141711798,0.7251238914444852,-0.957172220695906,0.7249542299995743,0.3990292502235279,0.4650000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_47,Lowered Density,Density 52%,0.7835782445510321,0.778084308910824,-0.9458057483377112,0.789869741242739,0.4678753740538637,0.4640000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_48,Lowered Density,Density 52%,0.7918192028400488,0.778853065783717,-0.9453571731159128,0.7906122448979592,0.4837551020408163,0.471,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_49,Lowered Density,Density 52%,0.8375976501387273,0.8546153258364817,-0.9169544728398562,0.8765389369592089,0.4774289245982694,0.4690000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_50,Lowered Density,Density 52%,0.8511199281676853,0.7821065898659993,-0.9202319002559232,0.8292923211646872,0.4130589458705052,0.455,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_51,Lowered Density,Density 52%,0.7719845857578832,0.7598608261297601,-0.949465184696786,0.7841602228519283,0.4419096104894097,0.4670000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_52,Lowered Density,Density 52%,0.8703043662746355,0.8655975295322675,-0.9165471176741478,0.8901305379746836,0.5349090189873418,0.4660000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_53,Lowered Density,Density 52%,0.8456014103273983,0.8501149229373787,-0.9266772771691112,0.8679485366888167,0.538055516282577,0.451,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_54,Lowered Density,Density 52%,0.7463105224694188,0.7670631600714097,-0.938818237584638,0.774377147766323,0.3660330756013745,0.455,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_55,Lowered Density,Density 52%,0.8985894418071864,0.8935555192213037,-0.9064889429596028,0.9297079556898288,0.5419939577039274,0.4680000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_56,Lowered Density,Density 52%,0.6531988408433779,0.650595168911621,-0.9574602259878108,0.6459116793811109,0.3267433114859783,0.401,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_57,Lowered Density,Density 52%,0.719855922008042,0.6946046566752551,-0.9543269087110564,0.718814129153386,0.3652359952844605,0.4610000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_58,Lowered Density,Density 52%,0.7970336645529957,0.7532687485499584,-0.9399398133063258,0.7874105159219945,0.4608738583065909,0.4620000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_59,Lowered Density,Density 52%,0.7402832032935869,0.6975358036635353,-0.9563225472102722,0.7093053173241852,0.411663807890223,0.4620000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_60,Lowered Density,Density 52%,0.8824798539425223,0.865620023807816,-0.9148343300382684,0.9079391028915909,0.5101665474609175,0.4700000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_61,Lowered Density,Density 52%,0.8506825877976798,0.8707858358814639,-0.9170952966553572,0.8803882386525835,0.5263107812351318,0.4670000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_62,Lowered Density,Density 52%,0.8658392606536157,0.81471914303549,-0.919074819896328,0.8793886198547215,0.4552562550443906,0.4680000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_63,Lowered Density,Density 52%,0.8544105439538359,0.8483523723910175,-0.9218747034261828,0.8813687852504858,0.4941940376321153,0.4690000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_64,Lowered Density,Density 52%,0.8035644981785998,0.8140111709649391,-0.9353605304755708,0.8294487770294222,0.450859624246721,0.4620000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_65,Lowered Density,Density 52%,0.8210095063238175,0.8420670844991476,-0.9300247359908888,0.8597606581899776,0.4728870605833956,0.4720000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_66,Lowered Density,Density 52%,0.8835972470577473,0.9049302464980856,-0.9034728274824232,0.9274952919020716,0.5329566854990584,0.4670000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_67,Lowered Density,Density 52%,0.7923808742157055,0.8567446227386344,-0.9253470227662792,0.8566361374344856,0.4336915665201969,0.4630000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_68,Lowered Density,Density 52%,0.8340499284131461,0.8038648127450594,-0.9340793958003014,0.8425335999627959,0.4721201692787053,0.4690000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_69,Lowered Density,Density 52%,0.7994762482296559,0.8053480948334119,-0.9423223126698752,0.8234020000921701,0.4999308723904327,0.4690000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_70,Lowered Density,Density 52%,0.7931057504140264,0.8582562434251976,-0.9230083330531303,0.8509136212624585,0.4134655315614618,0.4570000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_71,Lowered Density,Density 52%,0.768026993535031,0.8582966178886425,-0.924673941928517,0.8220682250744229,0.4339466107071397,0.4630000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_72,Lowered Density,Density 52%,0.8367464874456135,0.8776054053665544,-0.9150585603231974,0.8931387009816387,0.4512486648695387,0.4650000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_73,Lowered Density,Density 52%,0.7793969173627184,0.7640987376668799,-0.9461285058546132,0.7904712632866147,0.4418210892672373,0.4680000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_74,Lowered Density,Density 52%,0.857471687223653,0.8168527495597938,-0.9270387090972928,0.8623343907445419,0.4909498040679231,0.4650000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_75,Lowered Density,Density 52%,0.8500023398105029,0.8376891227743585,-0.9212091293096178,0.8695113820363845,0.4868558910372416,0.4640000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_76,Lowered Density,Density 52%,0.7381436488050149,0.7391235757229991,-0.9495991315059772,0.7575398002570948,0.3537031543557797,0.4580000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_77,Lowered Density,Density 52%,0.8050688652161524,0.8155080854697935,-0.9346719702351952,0.8304882130732081,0.4768804093147802,0.4680000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_78,Lowered Density,Density 52%,0.8381121881272913,0.8423606071309073,-0.9210444552424872,0.8677747457206648,0.4315554452989332,0.4660000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_79,Lowered Density,Density 52%,0.8534715358998035,0.8704320713388691,-0.9153034887694192,0.8877971316559973,0.4911915041437149,0.4710000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_80,Lowered Density,Density 52%,0.7514599992671134,0.7621309904260438,-0.9393982486589044,0.7847191883889132,0.4143488180185428,0.456,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_81,Lowered Density,Density 52%,0.7060372629400085,0.7382464448495608,-0.9593924279950842,0.7423171063366876,0.3757592240050766,0.4610000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_82,Lowered Density,Density 52%,0.871293953960078,0.878444064563088,-0.914819562031562,0.8987103174603175,0.5434027777777778,0.4670000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_83,Lowered Density,Density 52%,0.7741936928973531,0.7569924295212036,-0.9556316828530356,0.7682150069908342,0.4692791673139661,0.4710000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_84,Lowered Density,Density 52%,0.8553842328543396,0.8647907970986465,-0.9145750724825406,0.8855194428322692,0.5112207390210872,0.4670000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_85,Lowered Density,Density 52%,0.8229456830710873,0.7708557300192928,-0.9343835186602992,0.8206160562697066,0.4605869512490905,0.4590000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_86,Lowered Density,Density 52%,0.8619122130978633,0.8840419951485055,-0.9112236828679474,0.9129852079817332,0.5028293457758364,0.4660000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_87,Lowered Density,Density 52%,0.7805049817810178,0.7594198276744342,-0.9403786927915222,0.792222928586565,0.3805891078618351,0.453,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_88,Lowered Density,Density 52%,0.8707543008464249,0.8572269591079342,-0.917647498489056,0.9012313607315424,0.4786200446822881,0.4640000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_89,Lowered Density,Density 52%,0.8157942061565933,0.8224209989574416,-0.929933468572326,0.8232494601859605,0.4864936323976556,0.474,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_90,Lowered Density,Density 52%,0.8359098081346298,0.815012009879095,-0.92827460680789,0.8531498147167814,0.473001588141874,0.4660000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_91,Lowered Density,Density 52%,0.7948842012498039,0.7998560620211531,-0.9481985042260476,0.8127838519764508,0.4685029436501262,0.4690000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_92,Lowered Density,Density 52%,0.8621933735538874,0.8517228681082124,-0.9198486332028156,0.8898473788984738,0.4603134092185187,0.4650000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_93,Lowered Density,Density 52%,0.8232204965735848,0.8330075847695265,-0.9196901335424054,0.8495575221238938,0.4814062575559746,0.4610000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_94,Lowered Density,Density 52%,0.7672105861423958,0.7586785662380058,-0.9472461899950344,0.7739561151745209,0.3998240903620035,0.4650000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_95,Lowered Density,Density 52%,0.8735046837589634,0.8708218544188167,-0.9162854647967892,0.8961007031518906,0.5472783596400649,0.4680000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_96,Lowered Density,Density 52%,0.8342355442973434,0.8346697368212386,-0.9378686948277474,0.8632837167343257,0.4934596301308074,0.4740000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_97,Lowered Density,Density 52%,0.8190933977637265,0.8341416136421062,-0.9252543787100528,0.8553473812082418,0.473344858197449,0.4670000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_98,Lowered Density,Density 52%,0.8043669077070134,0.8054480318428525,-0.93393185842729,0.8209156402509877,0.451591912619103,0.4690000000000001,0,Without Self Activation,5.0
Density 52%_Without Self Activation_Network_99,Lowered Density,Density 52%,0.8556715184402225,0.8372255415385925,-0.9144542228863456,0.8714116812485221,0.4928824781272168,0.4710000000000001,0,Without Self Activation,5.0
Density 60%_Without Self Activation_Network_0,Lowered Density,Density 60%,0.9199235914545176,0.9063131998455152,-0.899329275757602,0.9386914455407606,0.6372736852188907,0.4780000000000001,0,Without Self Activation,5.0
Density 60%_Without Self Activation_Network_1,Lowered Density,Density 60%,0.8663804190069486,0.8551261714492674,-0.9118778236694544,0.887977369165488,0.5375294672324376,0.479,0,Without Self Activation,5.0
Density 60%_Without Self Activation_Network_2,Lowered Density,Density 60%,0.8723976108253714,0.8825587315302893,-0.9107178056923512,0.9018171160609612,0.5566139116842517,0.4700000000000001,0,Without Self Activation,5.0
Density 60%_Without Self Activation_Network_3,Lowered Density,Density 60%,0.8635128576651748,0.8376785656432546,-0.919698764780711,0.883551673944687,0.5240659873847647,0.4740000000000001,0,Without Self Activation,5.0
Density 60%_Without Self Activation_Network_4,Lowered Density,Density 60%,0.8478996139916051,0.8491545862957047,-0.9229222293603868,0.8618185161349636,0.6029695688149306,0.4770000000000001,0,Without Self Activation,5.0
Density 60%_Without Self Activation_Network_5,Lowered Density,Density 60%,0.871789263958365,0.8636607150676742,-0.8931138358821882,0.9021406727828746,0.5480695718654435,0.4770000000000001,0,Without Self Activation,5.0
Density 60%_Without Self Activation_Network_6,Lowered Density,Density 60%,0.9078501464206716,0.907420280338952,-0.8994288134458301,0.9311494419481084,0.625597912740977,0.4780000000000001,0,Without Self Activation,5.0
Density 60%_Without Self Activation_Network_7,Lowered Density,Density 60%,0.9125238867978248,0.9086326611349088,-0.896766465233191,0.9336524335339558,0.6394009762570494,0.474,0,Without Self Activation,5.0
