index,Type,Core_Density,BiC A,BiC B,CC AB,F1,F1_Individual_Nodes_Considered,Team_Strength,Self Activation Status,Team Size
Density 20%_With Self Activation_Network_44,Lowered Density,Density 20%,0.7244313329400078,0.7183427415214976,-0.9410069742447522,0.6941577930353986,0.3052255067220326,0.807,With Self Activation,5.0
Density 20%_With Self Activation_Network_45,Lowered Density,Density 20%,0.5900878270998351,0.5833383095264693,-0.950675515421011,0.5564587644102867,0.2061483890038427,0.781,With Self Activation,5.0
Density 20%_With Self Activation_Network_46,Lowered Density,Density 20%,0.5431471096747249,0.5628944345735073,-0.9404291178427024,0.5015438716871087,0.1274122995111073,0.7780000000000001,With Self Activation,5.0
Density 20%_With Self Activation_Network_47,Lowered Density,Density 20%,0.6298620328573606,0.6362976634959211,-0.9377145803434158,0.5635822938049371,0.1441654823938102,0.784,With Self Activation,5.0
Density 20%_With Self Activation_Network_48,Lowered Density,Density 20%,0.7790398153112588,0.7885169287515362,-0.9264459256070784,0.7845439232300546,0.3933438823949773,0.7440000000000002,With Self Activation,5.0
Density 20%_With Self Activation_Network_49,Lowered Density,Density 20%,0.7547492828958408,0.7554496631174057,-0.9339902543809916,0.7592335329341318,0.3786826347305389,0.8080000000000003,With Self Activation,5.0
Density 20%_With Self Activation_Network_50,Lowered Density,Density 20%,0.6976055118555887,0.6928310752581589,-0.9454911563437312,0.6899942419276255,0.3486291358462152,0.791,With Self Activation,5.0
Density 20%_With Self Activation_Network_51,Lowered Density,Density 20%,0.5961076406861601,0.604566952583123,-0.9489665413581564,0.5618601850331199,0.1672141019324464,0.782,With Self Activation,5.0
Density 20%_With Self Activation_Network_52,Lowered Density,Density 20%,0.6147406285514748,0.6028866706290913,-0.9467805670956704,0.601844622291626,0.161111653328128,0.3360000000000001,With Self Activation,5.0
Density 20%_With Self Activation_Network_53,Lowered Density,Density 20%,0.7557904348771791,0.7597405113312479,-0.9359338628668052,0.7738078878658788,0.3492281617882827,0.8040000000000002,With Self Activation,5.0
Density 20%_With Self Activation_Network_54,Lowered Density,Density 20%,0.719725996155778,0.7098724531795723,-0.9426585101323328,0.7048150444306674,0.3041537507749535,0.799,With Self Activation,5.0
Density 20%_With Self Activation_Network_55,Lowered Density,Density 20%,0.7964362919126584,0.794018022249868,-0.9228345398998072,0.8250363901018923,0.3615235322658903,0.7830000000000001,With Self Activation,5.0
Density 20%_With Self Activation_Network_56,Lowered Density,Density 20%,0.7389919899390972,0.72390776544577,-0.9418827347846166,0.7456487341772152,0.3287183544303797,0.8070000000000002,With Self Activation,5.0
Density 20%_With Self Activation_Network_57,Lowered Density,Density 20%,0.6109344694703271,0.6202937842751707,-0.946603948666778,0.6062938816449348,0.1650200601805416,0.554,With Self Activation,5.0
Density 20%_With Self Activation_Network_58,Lowered Density,Density 20%,0.7481714142933956,0.7411334427209225,-0.9355690970682516,0.7503180009027123,0.2901809527717369,0.807,With Self Activation,5.0
Density 20%_With Self Activation_Network_59,Lowered Density,Density 20%,0.7104264999218252,0.7126681553034807,-0.9427649330526888,0.6821496193046771,0.2958143657092212,0.804,With Self Activation,5.0
Density 20%_With Self Activation_Network_60,Lowered Density,Density 20%,0.5851982023941611,0.582269253414896,-0.950100085486718,0.5550646891763963,0.1941822771737571,0.798,With Self Activation,5.0
Density 20%_With Self Activation_Network_61,Lowered Density,Density 20%,0.7383871198761319,0.7411464920416528,-0.9364309396755188,0.74105733824303,0.3145274416973522,0.7700000000000001,With Self Activation,5.0
Density 20%_With Self Activation_Network_62,Lowered Density,Density 20%,0.6308278902988896,0.6484568217769835,-0.9515028914666058,0.6450718752014439,0.2095661703087732,0.8,With Self Activation,5.0
Density 20%_With Self Activation_Network_63,Lowered Density,Density 20%,0.642022437297336,0.6545520565208377,-0.9525283271900452,0.6527968107636726,0.2149931481250778,0.792,With Self Activation,5.0
Density 20%_With Self Activation_Network_64,Lowered Density,Density 20%,0.6845986715707026,0.6814785598446844,-0.9363538434660772,0.6845665264373505,0.1676977645797245,0.5670000000000001,With Self Activation,5.0
Density 20%_With Self Activation_Network_65,Lowered Density,Density 20%,0.6351155281388176,0.6435353912369963,-0.9512681493560312,0.6172164402892927,0.2589874757452813,0.798,With Self Activation,5.0
Density 20%_With Self Activation_Network_66,Lowered Density,Density 20%,0.6672251764865313,0.6571666081025074,-0.9456884126699432,0.6354149995198617,0.2155820876412406,0.811,With Self Activation,5.0
Density 20%_With Self Activation_Network_67,Lowered Density,Density 20%,0.7529854295749833,0.743421941664512,-0.936264383447794,0.7667543585856333,0.3371828599456012,0.787,With Self Activation,5.0
Density 20%_With Self Activation_Network_68,Lowered Density,Density 20%,0.6709367487687261,0.6647776705185992,-0.9498267869735229,0.6753092696153195,0.2398915438061345,0.8090000000000002,With Self Activation,5.0
Density 20%_With Self Activation_Network_69,Lowered Density,Density 20%,0.7066394256576525,0.7027579781613319,-0.9465698912568266,0.7177929638066313,0.2518349784864591,0.8090000000000002,With Self Activation,5.0
Density 20%_With Self Activation_Network_70,Lowered Density,Density 20%,0.7743631533267243,0.779610254139385,-0.9297013983966528,0.7986872948898265,0.347022972339428,0.7870000000000001,With Self Activation,5.0
Density 20%_With Self Activation_Network_71,Lowered Density,Density 20%,0.6072326403933422,0.5900954123260087,-0.9496515738206486,0.5594309686441133,0.1736944011187005,0.792,With Self Activation,5.0
Density 20%_With Self Activation_Network_72,Lowered Density,Density 20%,0.7788927656213726,0.7768644997936814,-0.9293038989166044,0.8004484304932735,0.3536399198549756,0.776,With Self Activation,5.0
Density 20%_With Self Activation_Network_73,Lowered Density,Density 20%,0.7106566024510441,0.7040555520858965,-0.9436876376182384,0.7145241464388085,0.2452015529189797,0.796,With Self Activation,5.0
Density 20%_With Self Activation_Network_74,Lowered Density,Density 20%,0.7165387673354883,0.7240634365156989,-0.94428053581802,0.7431145049486599,0.2581458279274938,0.795,With Self Activation,5.0
Density 20%_With Self Activation_Network_75,Lowered Density,Density 20%,0.765088701411447,0.7662360443056702,-0.933984874560674,0.7847661929553023,0.3449650579241123,0.8160000000000001,With Self Activation,5.0
Density 20%_With Self Activation_Network_76,Lowered Density,Density 20%,0.6563730559473883,0.6486015119180975,-0.9507202399002392,0.6375332121381625,0.2390225143336596,0.7890000000000001,With Self Activation,5.0
Density 20%_With Self Activation_Network_77,Lowered Density,Density 20%,0.6711553467090047,0.6706141913274823,-0.9434297207493316,0.6384589242129329,0.2023666079649025,0.813,With Self Activation,5.0
Density 20%_With Self Activation_Network_78,Lowered Density,Density 20%,0.6140786169900673,0.6213738203021656,-0.9533158335723496,0.6053462703089897,0.2426659720639468,0.758,With Self Activation,5.0
Density 20%_With Self Activation_Network_79,Lowered Density,Density 20%,0.7405964051117273,0.748709336721818,-0.9372327815698108,0.738194146015375,0.3702907892852027,0.8069999999999999,With Self Activation,5.0
Density 20%_With Self Activation_Network_80,Lowered Density,Density 20%,0.7692357944149553,0.7715360749440697,-0.929801813534367,0.771781110498069,0.382504890404775,0.692,With Self Activation,5.0
Density 20%_With Self Activation_Network_81,Lowered Density,Density 20%,0.6439582990474542,0.6247615643633943,-0.9516922927086612,0.613685208596713,0.2148230088495575,0.79,With Self Activation,5.0
Density 20%_With Self Activation_Network_82,Lowered Density,Density 20%,0.6573323887337719,0.6429134705020001,-0.9521748128235152,0.6512503110226424,0.2186178153769594,0.791,With Self Activation,5.0
Density 20%_With Self Activation_Network_83,Lowered Density,Density 20%,0.6974052456878034,0.6927498103500995,-0.9464088019295012,0.66783639412017,0.2929387452723515,0.808,With Self Activation,5.0
Density 20%_With Self Activation_Network_84,Lowered Density,Density 20%,0.6551816908538356,0.6785879936655465,-0.9511765172999088,0.6748686955896107,0.2524642060579898,0.795,With Self Activation,5.0
Density 20%_With Self Activation_Network_85,Lowered Density,Density 20%,0.5864941619415783,0.5951927126049752,-0.9433148038884478,0.5316392029124354,0.1319218241042345,0.799,With Self Activation,5.0
Density 20%_With Self Activation_Network_86,Lowered Density,Density 20%,0.7542387245060658,0.7448471096831046,-0.9360613967037448,0.75717421011222,0.2966996563004679,0.784,With Self Activation,5.0
Density 20%_With Self Activation_Network_87,Lowered Density,Density 20%,0.6151550207386379,0.6187127510977908,-0.9492547001891108,0.600765931372549,0.1946691176470588,0.799,With Self Activation,5.0
Density 20%_With Self Activation_Network_88,Lowered Density,Density 20%,0.6584742318437589,0.6523180644990713,-0.9457565087891164,0.6149988892062586,0.2112729696277254,0.8140000000000001,With Self Activation,5.0
Density 20%_With Self Activation_Network_89,Lowered Density,Density 20%,0.5827768408559821,0.5738562708038721,-0.942532138918286,0.5613640486123708,0.2778160711046617,0.774,With Self Activation,5.0
Density 20%_With Self Activation_Network_90,Lowered Density,Density 20%,0.5785957408062524,0.5685810995581349,-0.9472081739274822,0.5485326072008142,0.1637373820722281,0.783,With Self Activation,5.0
Density 20%_With Self Activation_Network_91,Lowered Density,Density 20%,0.7450080037412301,0.7417368975493751,-0.9355580465184156,0.7162459766220566,0.3114941555141453,0.8280000000000001,With Self Activation,5.0
Density 20%_With Self Activation_Network_92,Lowered Density,Density 20%,0.6674111196576717,0.6777886967018263,-0.9487262909832568,0.6584910690482538,0.2853334348935522,0.806,With Self Activation,5.0
Density 20%_With Self Activation_Network_93,Lowered Density,Density 20%,0.6361750862497852,0.6283304084340894,-0.9504616928060852,0.6320614469772051,0.1832397313071247,0.8020000000000002,With Self Activation,5.0
Density 20%_With Self Activation_Network_94,Lowered Density,Density 20%,0.67730686490196,0.6569685092361496,-0.95306926986723,0.6603820391962292,0.2592408831555445,0.799,With Self Activation,5.0
Density 20%_With Self Activation_Network_95,Lowered Density,Density 20%,0.6071771330169887,0.6015958676859884,-0.9514195369141066,0.5875262229030003,0.2393193699843495,0.786,With Self Activation,5.0
Density 20%_With Self Activation_Network_96,Lowered Density,Density 20%,0.6745945324178981,0.6854686127551863,-0.9483043712100828,0.6734921951043656,0.2545153033634954,0.7990000000000002,With Self Activation,5.0
Density 20%_With Self Activation_Network_97,Lowered Density,Density 20%,0.7849354646341928,0.7765950181391466,-0.9276627149222482,0.8027688223022947,0.3566755167836146,0.812,With Self Activation,5.0
Density 20%_With Self Activation_Network_98,Lowered Density,Density 20%,0.7502211053165281,0.7558936635563389,-0.9338365603709776,0.7443342087345589,0.385711506662776,0.8160000000000001,With Self Activation,5.0
Density 20%_With Self Activation_Network_99,Lowered Density,Density 20%,0.6131560376927349,0.6296799483067224,-0.9493451296263864,0.5976532707538867,0.2003813435024934,0.784,With Self Activation,5.0
Density 32%_With Self Activation_Network_0,Lowered Density,Density 32%,0.8313523290014795,0.8281128279181657,-0.9084134934729016,0.83931330472103,0.5875965665236051,0.903,With Self Activation,5.0
Density 32%_With Self Activation_Network_1,Lowered Density,Density 32%,0.8403940472133794,0.8387267525362798,-0.9153316262144696,0.8514129443938013,0.5497602156077841,0.907,With Self Activation,5.0
Density 32%_With Self Activation_Network_2,Lowered Density,Density 32%,0.90250594908864,0.894313454363074,-0.8801270467250408,0.9226314790203152,0.6219859502563129,0.8999999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_3,Lowered Density,Density 32%,0.5333995239476388,0.611938267577998,-0.9391104723934264,0.5191464532799867,0.1719429857464366,0.8899999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_4,Lowered Density,Density 32%,0.778803695802234,0.7642619743947042,-0.9347294581042672,0.7784044840836183,0.4983255190890824,0.908,With Self Activation,5.0
Density 32%_With Self Activation_Network_5,Lowered Density,Density 32%,0.8617549995947973,0.8712845725854815,-0.9082237742093072,0.8939487360169118,0.5750022020611292,0.902,With Self Activation,5.0
Density 32%_With Self Activation_Network_6,Lowered Density,Density 32%,0.7660896160379169,0.7277596389913975,-0.948632479501209,0.7588934136573217,0.425975162386834,0.893,With Self Activation,5.0
Density 32%_With Self Activation_Network_7,Lowered Density,Density 32%,0.7955659808698516,0.818460930382204,-0.9362842724889974,0.8288681972503278,0.4277790850112609,0.8949999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_8,Lowered Density,Density 32%,0.9046251935543448,0.9096215074038372,-0.8770351689666982,0.9348055688910224,0.6392222755640903,0.904,With Self Activation,5.0
Density 32%_With Self Activation_Network_9,Lowered Density,Density 32%,0.932108307137158,0.9317306209438372,-0.8503091275269903,0.9623614082863255,0.6752577319587629,0.906,With Self Activation,5.0
Density 32%_With Self Activation_Network_10,Lowered Density,Density 32%,0.7853655667067924,0.7812844010820724,-0.9417856402716988,0.8124485191419261,0.4480535759051677,0.8959999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_11,Lowered Density,Density 32%,0.7873776128066077,0.7788574353904404,-0.933559642618913,0.7741631838548139,0.5174140592642795,0.902,With Self Activation,5.0
Density 32%_With Self Activation_Network_12,Lowered Density,Density 32%,0.7353046752967928,0.757225625547154,-0.9420374908108012,0.7379717286992608,0.442257813513163,0.8999999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_13,Lowered Density,Density 32%,0.859682095375254,0.827809036987497,-0.9150311121411672,0.8621530382595649,0.4796699174793698,0.8899999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_14,Lowered Density,Density 32%,0.7144272738382308,0.7275601281186167,-0.9571419050986854,0.7411475316057434,0.3494651335735942,0.883,With Self Activation,5.0
Density 32%_With Self Activation_Network_15,Lowered Density,Density 32%,0.889191504001003,0.8352719813981874,-0.8963956663248156,0.9046217827997488,0.5043942247332078,0.8979999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_16,Lowered Density,Density 32%,0.8276192454643295,0.8017780721304435,-0.9168754926360508,0.8483091451982501,0.4423303937226581,0.906,With Self Activation,5.0
Density 32%_With Self Activation_Network_17,Lowered Density,Density 32%,0.8028182538409455,0.8128546009275693,-0.9315869799126184,0.7932538304195129,0.5110184863571456,0.899,With Self Activation,5.0
Density 32%_With Self Activation_Network_18,Lowered Density,Density 32%,0.8133553814702585,0.836745586823352,-0.9199884048401948,0.8201612233025846,0.5377295769965927,0.898,With Self Activation,5.0
Density 32%_With Self Activation_Network_19,Lowered Density,Density 32%,0.9030373367055482,0.8864412641459378,-0.8721571454514111,0.9286923573040956,0.5329329248629474,0.8959999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_20,Lowered Density,Density 32%,0.8518257701063222,0.8654819562419775,-0.9006390583086603,0.881070324738558,0.5949870866675134,0.904,With Self Activation,5.0
Density 32%_With Self Activation_Network_21,Lowered Density,Density 32%,0.7056110876545876,0.7376636234977613,-0.956679695777238,0.7286759236300521,0.3696999752045624,0.897,With Self Activation,5.0
Density 32%_With Self Activation_Network_22,Lowered Density,Density 32%,0.7704927456519763,0.7508269826550349,-0.9406642233720308,0.762932448689439,0.4739163719878969,0.9,With Self Activation,5.0
Density 32%_With Self Activation_Network_23,Lowered Density,Density 32%,0.821448360308594,0.8218192481398661,-0.9162177671606286,0.84,0.5577555110220441,0.9,With Self Activation,5.0
Density 32%_With Self Activation_Network_24,Lowered Density,Density 32%,0.816554579303372,0.8210549988273455,-0.9176563124844358,0.8416666666666667,0.446812749003984,0.901,With Self Activation,5.0
Density 32%_With Self Activation_Network_25,Lowered Density,Density 32%,0.7277991055562848,0.6934084480014212,-0.9632068497709604,0.7447972868814552,0.3206926673860542,0.8939999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_26,Lowered Density,Density 32%,0.6884792639823499,0.6309851125622505,-0.9552087863415308,0.6278181018365776,0.3032002639392939,0.8699999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_27,Lowered Density,Density 32%,0.8507532455317057,0.8511627333107499,-0.8999588871817638,0.8720822893313992,0.5917183172886721,0.903,With Self Activation,5.0
Density 32%_With Self Activation_Network_28,Lowered Density,Density 32%,0.8044653548901979,0.8086379609512466,-0.9315765618805012,0.8351982577350556,0.4945929708621208,0.905,With Self Activation,5.0
Density 32%_With Self Activation_Network_29,Lowered Density,Density 32%,0.7650557245758559,0.7458649617047769,-0.9560939900612097,0.7917879185187554,0.3946467973521793,0.9,With Self Activation,5.0
Density 32%_With Self Activation_Network_30,Lowered Density,Density 32%,0.9166482736680384,0.9164516533752196,-0.8687286789495091,0.9418432725480532,0.6140508087279896,0.906,With Self Activation,5.0
Density 32%_With Self Activation_Network_31,Lowered Density,Density 32%,0.8337522184083993,0.8208309313454937,-0.9253127797365284,0.8648387653043628,0.4514571477841007,0.899,With Self Activation,5.0
Density 32%_With Self Activation_Network_32,Lowered Density,Density 32%,0.652498225292436,0.659033427109894,-0.9613682855649937,0.6618409789012538,0.3490105241955788,0.9049999999999998,With Self Activation,5.0
Density 32%_With Self Activation_Network_33,Lowered Density,Density 32%,0.6997297305645104,0.7012937256372807,-0.9595107803992188,0.6971097622097232,0.3763156429247647,0.906,With Self Activation,5.0
Density 32%_With Self Activation_Network_34,Lowered Density,Density 32%,0.8264159203161628,0.815425593818235,-0.9150932967347444,0.848056782992937,0.4657110051842316,0.902,With Self Activation,5.0
Density 32%_With Self Activation_Network_35,Lowered Density,Density 32%,0.8633019531618844,0.8241992917940102,-0.9121230874814332,0.8813737720255731,0.4579370029627319,0.905,With Self Activation,5.0
Density 32%_With Self Activation_Network_36,Lowered Density,Density 32%,0.7872930286521305,0.7730551160725266,-0.9324617293823758,0.7897064153678869,0.4449075752084088,0.899,With Self Activation,5.0
Density 32%_With Self Activation_Network_37,Lowered Density,Density 32%,0.8949746012509107,0.8858065981624792,-0.8833408709771887,0.9095100343518352,0.6230338094377147,0.899,With Self Activation,5.0
Density 32%_With Self Activation_Network_38,Lowered Density,Density 32%,0.7350723987813558,0.7108476240868866,-0.95785897140575,0.7343679644583195,0.3956413412181431,0.901,With Self Activation,5.0
Density 32%_With Self Activation_Network_39,Lowered Density,Density 32%,0.800670064031369,0.7997368246356981,-0.920897747787816,0.7992467789890981,0.5443409316154608,0.907,With Self Activation,5.0
Density 32%_With Self Activation_Network_40,Lowered Density,Density 32%,0.8918702137555274,0.8868211014027526,-0.8862931014327732,0.9163492927094667,0.6199220166848023,0.8979999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_41,Lowered Density,Density 32%,0.8496814312418056,0.8276806655172797,-0.9164258548956724,0.8666175903529989,0.4485224524135029,0.8979999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_42,Lowered Density,Density 32%,0.9018305222029404,0.9110542853182318,-0.870157962470617,0.9289997144760636,0.6526125440182735,0.897,With Self Activation,5.0
Density 32%_With Self Activation_Network_43,Lowered Density,Density 32%,0.6818882283012099,0.6710980930399114,-0.9613148724141358,0.6696464501293475,0.3809427996550732,0.885,With Self Activation,5.0
Density 32%_With Self Activation_Network_44,Lowered Density,Density 32%,0.7582618130188548,0.684920989669242,-0.94958809663683,0.7011559139784946,0.3840591397849462,0.8969999999999998,With Self Activation,5.0
Density 32%_With Self Activation_Network_45,Lowered Density,Density 32%,0.7015928717566595,0.6903154703156502,-0.9483014296883204,0.6666244498622677,0.4550549346167242,0.904,With Self Activation,5.0
Density 32%_With Self Activation_Network_46,Lowered Density,Density 32%,0.8935452460970335,0.8868005039200878,-0.8844890261754014,0.918278883007848,0.6184522723124658,0.8989999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_47,Lowered Density,Density 32%,0.71606828173713,0.7553749950558716,-0.9486558065409056,0.7519033867156734,0.3424929261106735,0.8939999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_48,Lowered Density,Density 32%,0.7799557710463741,0.778628549976635,-0.9352413534099732,0.78631181522061,0.5176562037311223,0.903,With Self Activation,5.0
Density 32%_With Self Activation_Network_49,Lowered Density,Density 32%,0.74473895246257,0.8082197937864126,-0.9416065396237928,0.7764736665046911,0.4649945800470975,0.8999999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_50,Lowered Density,Density 32%,0.7797651007228718,0.7783661559816393,-0.9365900192914152,0.7886242791881974,0.4962929678723882,0.887,With Self Activation,5.0
Density 32%_With Self Activation_Network_51,Lowered Density,Density 32%,0.7519887952051658,0.753547895731598,-0.942247115772056,0.7480457415941287,0.4710701484895033,0.899,With Self Activation,5.0
Density 32%_With Self Activation_Network_52,Lowered Density,Density 32%,0.7349830695155471,0.7887026001085532,-0.9439038145586998,0.7549481934112646,0.4256774707757704,0.8939999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_53,Lowered Density,Density 32%,0.7634195481933342,0.7971980041819189,-0.9331777585344252,0.7424963465357665,0.5002060928541987,0.898,With Self Activation,5.0
Density 32%_With Self Activation_Network_54,Lowered Density,Density 32%,0.834849149552276,0.849347211800812,-0.9147202426282888,0.8616444253120964,0.5582866982350408,0.8949999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_55,Lowered Density,Density 32%,0.8527531337411576,0.8335365974623382,-0.9191299568982438,0.879621373208039,0.4595651279237259,0.9,With Self Activation,5.0
Density 32%_With Self Activation_Network_56,Lowered Density,Density 32%,0.8778746954386097,0.8762072122935953,-0.8791695263431044,0.895178102057464,0.6421644158433789,0.896,With Self Activation,5.0
Density 32%_With Self Activation_Network_57,Lowered Density,Density 32%,0.8083058821244131,0.8323879735157976,-0.9350953575947792,0.8632982021078736,0.4295308948129779,0.899,With Self Activation,5.0
Density 32%_With Self Activation_Network_58,Lowered Density,Density 32%,0.8187439551422457,0.8805357166428401,-0.911518698569331,0.8762865792129162,0.5176589303733602,0.906,With Self Activation,5.0
Density 32%_With Self Activation_Network_59,Lowered Density,Density 32%,0.8999777656787185,0.8968927972642625,-0.8770130107952421,0.926065551958132,0.5935601188628199,0.9029999999999998,With Self Activation,5.0
Density 32%_With Self Activation_Network_60,Lowered Density,Density 32%,0.8830120498118467,0.8746958099210563,-0.8885627353522868,0.9135341572262272,0.6035015447991761,0.8939999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_61,Lowered Density,Density 32%,0.8325277908869283,0.8227501337906872,-0.9257804849746312,0.8609314114932093,0.473612529792305,0.898,With Self Activation,5.0
Density 32%_With Self Activation_Network_62,Lowered Density,Density 32%,0.9022586126139284,0.8899925934874636,-0.8856866965978212,0.92137428330148,0.5680696919863105,0.8899999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_63,Lowered Density,Density 32%,0.8541563297661978,0.8583355170838515,-0.9098147343411506,0.8816972767574415,0.5549926113573992,0.902,With Self Activation,5.0
Density 32%_With Self Activation_Network_64,Lowered Density,Density 32%,0.7072387401848593,0.7364934971874492,-0.9494596191446694,0.7463563643894483,0.2965647570478138,0.8929999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_65,Lowered Density,Density 32%,0.7363159799321861,0.726170207853137,-0.9542294703661915,0.7484029755814275,0.3705649733137911,0.8999999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_66,Lowered Density,Density 32%,0.698079980679598,0.7034370793879012,-0.9562889344789528,0.721056721056721,0.4001864801864802,0.8989999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_67,Lowered Density,Density 32%,0.7854176353517845,0.8058451008537962,-0.9351447833094748,0.8070286351803645,0.4833767199702491,0.904,With Self Activation,5.0
Density 32%_With Self Activation_Network_68,Lowered Density,Density 32%,0.7764901094111782,0.7506521435811434,-0.9500547946149932,0.7915197905126398,0.4136032497398194,0.899,With Self Activation,5.0
Density 32%_With Self Activation_Network_69,Lowered Density,Density 32%,0.8183065491139264,0.8336151139319007,-0.9256392485929996,0.8555530825728912,0.5153943170858373,0.905,With Self Activation,5.0
Density 32%_With Self Activation_Network_70,Lowered Density,Density 32%,0.8737860558095097,0.8375913485578252,-0.9120246441332036,0.8726600985221675,0.5747126436781609,0.904,With Self Activation,5.0
Density 32%_With Self Activation_Network_71,Lowered Density,Density 32%,0.7950963813731404,0.807444847019473,-0.9377999516123628,0.8192771084337349,0.4981649675625579,0.895,With Self Activation,5.0
Density 32%_With Self Activation_Network_72,Lowered Density,Density 32%,0.8281767680772847,0.7937009885711659,-0.9195240133362808,0.8022042400497967,0.5157994947090916,0.907,With Self Activation,5.0
Density 32%_With Self Activation_Network_73,Lowered Density,Density 32%,0.731539402577258,0.7568425752166525,-0.9367172625161642,0.7123421500162825,0.4824691536708036,0.893,With Self Activation,5.0
Density 32%_With Self Activation_Network_74,Lowered Density,Density 32%,0.8047210699151713,0.7678458925963468,-0.9325295478725528,0.8051259801035113,0.3615768432144296,0.8929999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_75,Lowered Density,Density 32%,0.8270480187374097,0.872383425667679,-0.8951416164000293,0.8708953851810994,0.4926273211987497,0.901,With Self Activation,5.0
Density 32%_With Self Activation_Network_76,Lowered Density,Density 32%,0.717084468478603,0.682007528916625,-0.9581105985802436,0.7254233814147729,0.3430862647639056,0.8909999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_77,Lowered Density,Density 32%,0.736158622494433,0.7483704772737422,-0.9483225514073668,0.73079639766908,0.373094355170993,0.904,With Self Activation,5.0
Density 32%_With Self Activation_Network_78,Lowered Density,Density 32%,0.8252239209829587,0.832167845022934,-0.909040902900588,0.8426555148980659,0.5664314340477435,0.903,With Self Activation,5.0
Density 32%_With Self Activation_Network_79,Lowered Density,Density 32%,0.8138133605290421,0.8165381080100163,-0.9264567960518092,0.8309407802230143,0.4217978483372028,0.9029999999999998,With Self Activation,5.0
Density 32%_With Self Activation_Network_80,Lowered Density,Density 32%,0.8623893839710817,0.8215678867037872,-0.9139534945156264,0.8514483679772936,0.559228650137741,0.904,With Self Activation,5.0
Density 32%_With Self Activation_Network_81,Lowered Density,Density 32%,0.8517042020387557,0.8532735721818622,-0.9059071872972188,0.874088713219148,0.5820377689942907,0.8879999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_82,Lowered Density,Density 32%,0.7703060687452638,0.7520572957216475,-0.9335134255632396,0.7756545927314507,0.3775775533651811,0.904,With Self Activation,5.0
Density 32%_With Self Activation_Network_83,Lowered Density,Density 32%,0.8157317455993612,0.8150487034649067,-0.9294758813058724,0.8408935750587878,0.5204429947659865,0.8959999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_84,Lowered Density,Density 32%,0.8924936522471355,0.8813868891361029,-0.882244758206629,0.919344473007712,0.584144326110907,0.8979999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_85,Lowered Density,Density 32%,0.7352075501084502,0.6857094985743302,-0.9396780901820576,0.7086677110976116,0.3887840905457684,0.8940000000000001,With Self Activation,5.0
Density 32%_With Self Activation_Network_86,Lowered Density,Density 32%,0.8798040533446578,0.8724526405169126,-0.896180903013141,0.9025105685445604,0.5726857044258477,0.899,With Self Activation,5.0
Density 32%_With Self Activation_Network_87,Lowered Density,Density 32%,0.8187528058524954,0.8369384225132287,-0.9209532742100952,0.8515542874305452,0.4953071031686439,0.901,With Self Activation,5.0
Density 32%_With Self Activation_Network_88,Lowered Density,Density 32%,0.8286463529960674,0.8250818160968919,-0.9147655426624808,0.8655391711510239,0.4433223845132434,0.902,With Self Activation,5.0
Density 32%_With Self Activation_Network_89,Lowered Density,Density 32%,0.8325104995412563,0.8407831676991055,-0.9156033802521092,0.8571798188874515,0.4817593790426908,0.8989999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_90,Lowered Density,Density 32%,0.8860498264002923,0.8573160442536487,-0.8939877561529701,0.9148993703403252,0.4759918105612856,0.89,With Self Activation,5.0
Density 32%_With Self Activation_Network_91,Lowered Density,Density 32%,0.8313934409391399,0.8337566733001265,-0.9089093144805658,0.8430576969893695,0.5683680921853445,0.9089999999999998,With Self Activation,5.0
Density 32%_With Self Activation_Network_92,Lowered Density,Density 32%,0.8995684613589824,0.8906886210814748,-0.8818588784914924,0.922695475073054,0.6104666607633047,0.904,With Self Activation,5.0
