index,Type,Core_Density,BiC A,BiC B,CC AB,F1,F1_Individual_Nodes_Considered,Team_Strength,Self Activation Status,Team Size
Density 32%_With Self Activation_Network_93,Lowered Density,Density 32%,0.7316426958138357,0.79489699522795,-0.9251328086158286,0.7281271721720209,0.3454017951585119,0.902,With Self Activation,5.0
Density 32%_With Self Activation_Network_94,Lowered Density,Density 32%,0.809030727354031,0.8361706065458483,-0.9269185921273256,0.8458367683429514,0.4678108371430712,0.906,With Self Activation,5.0
Density 32%_With Self Activation_Network_95,Lowered Density,Density 32%,0.8207665804168808,0.8016757402903578,-0.9273390069121789,0.8240610640641021,0.5416397675919948,0.8979999999999999,With Self Activation,5.0
Density 32%_With Self Activation_Network_96,Lowered Density,Density 32%,0.8271742617579099,0.802920497757339,-0.9334343295131728,0.8498217468805704,0.4380570409982174,0.889,With Self Activation,5.0
Density 32%_With Self Activation_Network_97,Lowered Density,Density 32%,0.842548547103935,0.8311982045017119,-0.9131256448144413,0.8544415669831874,0.5230402433510092,0.8909999999999998,With Self Activation,5.0
Density 32%_With Self Activation_Network_98,Lowered Density,Density 32%,0.883967333012827,0.8825970813994989,-0.888413614782924,0.9070113697888468,0.6201949106659448,0.905,With Self Activation,5.0
Density 32%_With Self Activation_Network_99,Lowered Density,Density 32%,0.8891185816586747,0.895023711985238,-0.8724273560745206,0.915915915915916,0.6348536036036037,0.8959999999999999,With Self Activation,5.0
Density 40%_With Self Activation_Network_0,Lowered Density,Density 40%,0.838877415870255,0.8379387532872011,-0.8978521693075482,0.8432350893478765,0.6329388102421288,0.9269999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_1,Lowered Density,Density 40%,0.8682804782298014,0.8800051666207667,-0.8897652938911478,0.8883961248654467,0.6879224973089343,0.929,With Self Activation,5.0
Density 40%_With Self Activation_Network_2,Lowered Density,Density 40%,0.8723540015090067,0.8734385419179741,-0.8951474485242287,0.8906204180805161,0.6690963931129823,0.928,With Self Activation,5.0
Density 40%_With Self Activation_Network_3,Lowered Density,Density 40%,0.835475046999609,0.7491622351356643,-0.9310880638729528,0.755853855470327,0.5330709191225945,0.924,With Self Activation,5.0
Density 40%_With Self Activation_Network_4,Lowered Density,Density 40%,0.8792055501558662,0.8874979621276291,-0.8721544552120073,0.8991907713498623,0.7066546143250688,0.928,With Self Activation,5.0
Density 40%_With Self Activation_Network_5,Lowered Density,Density 40%,0.7991792434023178,0.7930381640162949,-0.913951609723801,0.8139596302584418,0.599320882852292,0.929,With Self Activation,5.0
Density 40%_With Self Activation_Network_6,Lowered Density,Density 40%,0.7390514051502737,0.7720613635666174,-0.9237587945306004,0.7449203539823008,0.5792212389380531,0.921,With Self Activation,5.0
Density 40%_With Self Activation_Network_7,Lowered Density,Density 40%,0.8565664371465451,0.8573318656375872,-0.91309917640479,0.8984861625798313,0.5637073247654341,0.918,With Self Activation,5.0
Density 40%_With Self Activation_Network_8,Lowered Density,Density 40%,0.799851449268615,0.7936708667714037,-0.9129082768967152,0.7941035739261658,0.6125363465714602,0.926,With Self Activation,5.0
Density 40%_With Self Activation_Network_9,Lowered Density,Density 40%,0.9090669256189272,0.907668344722968,-0.8728181540549951,0.9357839595375722,0.692783598265896,0.9299999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_10,Lowered Density,Density 40%,0.8036620075724582,0.8033300693689936,-0.9400390067487412,0.8269601198544624,0.4812727402439894,0.924,With Self Activation,5.0
Density 40%_With Self Activation_Network_11,Lowered Density,Density 40%,0.8058288959500067,0.8106268627537142,-0.9144063881680584,0.8155378776820902,0.5831630418916947,0.924,With Self Activation,5.0
Density 40%_With Self Activation_Network_12,Lowered Density,Density 40%,0.8512513716943669,0.8215722415115497,-0.9158347368024232,0.8409673286354901,0.6095451633568225,0.928,With Self Activation,5.0
Density 40%_With Self Activation_Network_13,Lowered Density,Density 40%,0.8419966061662184,0.823408585883849,-0.914588324824536,0.8442863954227591,0.6247218690400509,0.927,With Self Activation,5.0
Density 40%_With Self Activation_Network_14,Lowered Density,Density 40%,0.6749824941442505,0.704475739987114,-0.9613254150793178,0.7023503223381804,0.4151657945708421,0.914,With Self Activation,5.0
Density 40%_With Self Activation_Network_15,Lowered Density,Density 40%,0.8548377679870299,0.8487971210067702,-0.9008324229062906,0.8642585243378959,0.6414513647039767,0.9299999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_16,Lowered Density,Density 40%,0.8952951212100472,0.9103034792213276,-0.8730906803540386,0.92038851422997,0.6890613733723544,0.926,With Self Activation,5.0
Density 40%_With Self Activation_Network_17,Lowered Density,Density 40%,0.8403500653695515,0.8336369767584352,-0.8923262014883451,0.8452780441035475,0.6770533716842442,0.9289999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_18,Lowered Density,Density 40%,0.7872208732815841,0.7526232676712609,-0.9413597186154412,0.7627804724849077,0.5233625292249712,0.926,With Self Activation,5.0
Density 40%_With Self Activation_Network_19,Lowered Density,Density 40%,0.8513125815218121,0.8642902599338526,-0.91913145570154,0.8922399186716368,0.5472721111487632,0.92,With Self Activation,5.0
Density 40%_With Self Activation_Network_20,Lowered Density,Density 40%,0.8790593794550555,0.8893595116829811,-0.864783924680068,0.8953109382469254,0.7216548607187867,0.9289999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_21,Lowered Density,Density 40%,0.762021545779338,0.8299106980744831,-0.9382118768909424,0.8141384576228048,0.4046194960549758,0.922,With Self Activation,5.0
Density 40%_With Self Activation_Network_22,Lowered Density,Density 40%,0.8990246277054996,0.8705410753535703,-0.9083707289742522,0.9301033491335768,0.5794933561271272,0.9229999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_23,Lowered Density,Density 40%,0.876548648116139,0.8837120222505493,-0.8805387117429352,0.9005953921822418,0.6943222020881871,0.929,With Self Activation,5.0
Density 40%_With Self Activation_Network_24,Lowered Density,Density 40%,0.8665384610400105,0.8357664722733652,-0.9027529921940524,0.8496674228151794,0.5893344611480641,0.9269999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_25,Lowered Density,Density 40%,0.8917912555834968,0.9097339008987164,-0.8749864081010335,0.9188794476898566,0.676933970614268,0.924,With Self Activation,5.0
Density 40%_With Self Activation_Network_26,Lowered Density,Density 40%,0.7190320716735886,0.7614246843342634,-0.9334898567757096,0.6917577366969666,0.5300105539100535,0.719,With Self Activation,5.0
Density 40%_With Self Activation_Network_27,Lowered Density,Density 40%,0.9128609834836928,0.9073721807581152,-0.8572180412434129,0.9293601293601294,0.7266343266343266,0.9299999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_28,Lowered Density,Density 40%,0.8907775710013894,0.8984103661036832,-0.864143373171574,0.9123147190623924,0.7143657359531196,0.9299999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_29,Lowered Density,Density 40%,0.8899825324874086,0.8928648284671685,-0.8619639943177226,0.9064837905236908,0.715755254720342,0.926,With Self Activation,5.0
Density 40%_With Self Activation_Network_30,Lowered Density,Density 40%,0.8450281777660315,0.859005742260826,-0.9282375537548015,0.8854047665944456,0.5695883395706126,0.9259999999999996,With Self Activation,5.0
Density 40%_With Self Activation_Network_31,Lowered Density,Density 40%,0.8529562197325005,0.8619106547365374,-0.8963997399845572,0.8615055975315479,0.6314727639542703,0.9269999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_32,Lowered Density,Density 40%,0.8747783530608502,0.8601757701871996,-0.8791327352491919,0.8794850837760523,0.6578667756436453,0.9269999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_33,Lowered Density,Density 40%,0.745689871657555,0.740004139807106,-0.9564717679881194,0.776825406049336,0.4482959002818374,0.92,With Self Activation,5.0
Density 40%_With Self Activation_Network_34,Lowered Density,Density 40%,0.7479477313389896,0.8248937322287397,-0.9256166914284149,0.8112367368237955,0.472360410506175,0.9209999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_35,Lowered Density,Density 40%,0.6762278019597935,0.7043775123278476,-0.9579605260921512,0.6839135858471309,0.426882513041506,0.921,With Self Activation,5.0
Density 40%_With Self Activation_Network_36,Lowered Density,Density 40%,0.8611021950204834,0.8547546872724113,-0.8947270900138624,0.8727732353754394,0.6508670063593632,0.926,With Self Activation,5.0
Density 40%_With Self Activation_Network_37,Lowered Density,Density 40%,0.8687138510696298,0.8610531086625439,-0.8994593503988956,0.882453762755102,0.664421237244898,0.9269999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_38,Lowered Density,Density 40%,0.7845196724428938,0.7562559818387503,-0.9338191371360608,0.7823618343692256,0.5385855870989417,0.927,With Self Activation,5.0
Density 40%_With Self Activation_Network_39,Lowered Density,Density 40%,0.8135835089058167,0.8185099606144137,-0.908049767446247,0.8185124495423844,0.6229966827864594,0.928,With Self Activation,5.0
Density 40%_With Self Activation_Network_40,Lowered Density,Density 40%,0.9341473160207016,0.9174624584079808,-0.8615844478689599,0.945499625748503,0.711124625748503,0.925,With Self Activation,5.0
Density 40%_With Self Activation_Network_41,Lowered Density,Density 40%,0.9074770040051208,0.9160740376666502,-0.873263981266292,0.9327284510693454,0.6570749621948585,0.9269999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_42,Lowered Density,Density 40%,0.8428576747652802,0.8413926491044171,-0.891154454205571,0.8436623612592329,0.671920053718845,0.9289999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_43,Lowered Density,Density 40%,0.8501350298711173,0.858243987213387,-0.9051438535763148,0.8633897747821798,0.646268288673352,0.9239999999999996,With Self Activation,5.0
Density 40%_With Self Activation_Network_44,Lowered Density,Density 40%,0.9240216150225042,0.9208449303804872,-0.8498985590848166,0.9419098894871069,0.7402947010484556,0.928,With Self Activation,5.0
Density 40%_With Self Activation_Network_45,Lowered Density,Density 40%,0.8010966211716181,0.8153145106182229,-0.9344441408825752,0.8239309238592539,0.5316883382819699,0.925,With Self Activation,5.0
Density 40%_With Self Activation_Network_46,Lowered Density,Density 40%,0.864231320749615,0.8481746331712586,-0.9136510570020278,0.8288790766132156,0.6087225966380045,0.93,With Self Activation,5.0
Density 40%_With Self Activation_Network_47,Lowered Density,Density 40%,0.7896300075756552,0.7701068844311939,-0.9473449517496186,0.7781287970838396,0.503141815657004,0.926,With Self Activation,5.0
Density 40%_With Self Activation_Network_48,Lowered Density,Density 40%,0.8860704670039019,0.8968024699445779,-0.8723123286509351,0.9051121076233184,0.6979372197309417,0.9319999999999996,With Self Activation,5.0
Density 40%_With Self Activation_Network_49,Lowered Density,Density 40%,0.8035268116377049,0.8348600911640474,-0.9229249736190492,0.8293833662497258,0.5531051130129471,0.924,With Self Activation,5.0
Density 40%_With Self Activation_Network_50,Lowered Density,Density 40%,0.8563244382893715,0.85322242738814,-0.906815278496279,0.8806231820536319,0.6321472685978404,0.916,With Self Activation,5.0
Density 40%_With Self Activation_Network_51,Lowered Density,Density 40%,0.8872171373534796,0.8777894677994127,-0.88149305291727,0.8918211559432934,0.6850599781897492,0.927,With Self Activation,5.0
Density 40%_With Self Activation_Network_52,Lowered Density,Density 40%,0.770506975297929,0.7679291507956308,-0.9312658099135764,0.7546425339366516,0.566841628959276,0.925,With Self Activation,5.0
Density 40%_With Self Activation_Network_53,Lowered Density,Density 40%,0.8456946308163493,0.8498955322549926,-0.8832862382796394,0.8571726351773877,0.7004627506566057,0.9279999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_54,Lowered Density,Density 40%,0.8381858692365921,0.8235949086348798,-0.90638499434373,0.8451991647295221,0.6131752098026082,0.9229999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_55,Lowered Density,Density 40%,0.8619230185251158,0.8543217601360288,-0.9101573628990088,0.8766939229912857,0.6003685362202004,0.926,With Self Activation,5.0
Density 40%_With Self Activation_Network_56,Lowered Density,Density 40%,0.8535486272417117,0.827218172651642,-0.9107017369822228,0.8651105894799485,0.4916520646675703,0.925,With Self Activation,5.0
Density 40%_With Self Activation_Network_57,Lowered Density,Density 40%,0.8997509703256549,0.9109454969404388,-0.8678683614985765,0.9292203676315234,0.697908303401648,0.932,With Self Activation,5.0
Density 40%_With Self Activation_Network_58,Lowered Density,Density 40%,0.6140445810175629,0.6078174887757463,-0.9663098963506164,0.604605651171519,0.4197630153879149,0.922,With Self Activation,5.0
Density 40%_With Self Activation_Network_59,Lowered Density,Density 40%,0.8857008443662947,0.8731485812871977,-0.881807230973626,0.8952526409571083,0.6734970938865555,0.9289999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_60,Lowered Density,Density 40%,0.7373591977869169,0.757348267982262,-0.9291554381406985,0.7438851409790693,0.5934613388687079,0.928,With Self Activation,5.0
Density 40%_With Self Activation_Network_61,Lowered Density,Density 40%,0.9097366751002112,0.926230469455895,-0.8490383909765454,0.935032139577594,0.7261248852157943,0.932,With Self Activation,5.0
Density 40%_With Self Activation_Network_62,Lowered Density,Density 40%,0.8766502636746747,0.8736991740625281,-0.904119111236261,0.88876959415933,0.6447498389521151,0.923,With Self Activation,5.0
Density 40%_With Self Activation_Network_63,Lowered Density,Density 40%,0.9344546674036572,0.933161963655602,-0.866954436850273,0.9630602082390222,0.6967406066093255,0.9269999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_64,Lowered Density,Density 40%,0.7413422505368994,0.7646316396238315,-0.9424465901335284,0.7463943927753066,0.4594621916700364,0.926,With Self Activation,5.0
Density 40%_With Self Activation_Network_65,Lowered Density,Density 40%,0.8707903611168892,0.9035301891869882,-0.8799358430935433,0.900833984884024,0.6848666492919816,0.921,With Self Activation,5.0
Density 40%_With Self Activation_Network_66,Lowered Density,Density 40%,0.7559620417093709,0.7886622821273485,-0.9347935619440492,0.7634836747991023,0.5695359444002027,0.926,With Self Activation,5.0
Density 40%_With Self Activation_Network_67,Lowered Density,Density 40%,0.7480647467535435,0.7471928183661196,-0.9399267457578404,0.7431753948462178,0.5543142144638404,0.92,With Self Activation,5.0
Density 40%_With Self Activation_Network_68,Lowered Density,Density 40%,0.8048774880518333,0.7844932528953166,-0.9372465561293768,0.8141449039731734,0.5438810418995359,0.924,With Self Activation,5.0
Density 40%_With Self Activation_Network_69,Lowered Density,Density 40%,0.8622865456136987,0.8256767760391784,-0.9188075850090808,0.8599939407710369,0.5688479890933879,0.922,With Self Activation,5.0
Density 40%_With Self Activation_Network_70,Lowered Density,Density 40%,0.9137341136609484,0.9078029190414848,-0.8682408702645542,0.9362849063273242,0.7012636974195829,0.924,With Self Activation,5.0
Density 40%_With Self Activation_Network_71,Lowered Density,Density 40%,0.8453037779301689,0.8450887362706989,-0.9027331921193942,0.8446212231790979,0.5850970661217341,0.92,With Self Activation,5.0
Density 40%_With Self Activation_Network_72,Lowered Density,Density 40%,0.9041732099611548,0.9079462937296714,-0.8674999818586849,0.926514943789416,0.7107211406635591,0.924,With Self Activation,5.0
Density 40%_With Self Activation_Network_73,Lowered Density,Density 40%,0.9053497712263918,0.9206460292599448,-0.8539744658412213,0.936680939405735,0.7018295056442195,0.918,With Self Activation,5.0
Density 40%_With Self Activation_Network_74,Lowered Density,Density 40%,0.9238932914944314,0.9237134841821448,-0.8402425286165478,0.9371807967313586,0.7632092116259634,0.925,With Self Activation,5.0
Density 40%_With Self Activation_Network_75,Lowered Density,Density 40%,0.8073694379668865,0.7933333025645215,-0.9201129770944286,0.7992429810377775,0.6167867117448185,0.924,With Self Activation,5.0
Density 40%_With Self Activation_Network_76,Lowered Density,Density 40%,0.8972087982561727,0.8932452084395482,-0.8840345574508013,0.922002623894367,0.6542384358203902,0.9249999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_77,Lowered Density,Density 40%,0.8653549479025265,0.8677992635879008,-0.8870849157485323,0.8851370162669531,0.636837290697212,0.924,With Self Activation,5.0
Density 40%_With Self Activation_Network_78,Lowered Density,Density 40%,0.909375985683366,0.9239141855548232,-0.8544549533243562,0.9301349460667058,0.718463690932888,0.932,With Self Activation,5.0
Density 40%_With Self Activation_Network_79,Lowered Density,Density 40%,0.7039750196381599,0.7077115033674257,-0.941952775440232,0.6771404413168589,0.4026675394812208,0.92,With Self Activation,5.0
Density 40%_With Self Activation_Network_80,Lowered Density,Density 40%,0.8780013356882211,0.8754413576017696,-0.8790340097688764,0.8899707480150438,0.6536147095695779,0.9289999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_81,Lowered Density,Density 40%,0.9023668333407494,0.8934954572364971,-0.8592804600763084,0.9060734149054503,0.7490545050055617,0.925,With Self Activation,5.0
Density 40%_With Self Activation_Network_82,Lowered Density,Density 40%,0.8861024371074718,0.8870503447263696,-0.8797023611460725,0.906834946488722,0.6368481644139342,0.928,With Self Activation,5.0
Density 40%_With Self Activation_Network_83,Lowered Density,Density 40%,0.8562502455738614,0.8523161825813419,-0.896587839969987,0.8710397144132084,0.6102558381674847,0.931,With Self Activation,5.0
Density 40%_With Self Activation_Network_84,Lowered Density,Density 40%,0.9202947703061858,0.9367207848638904,-0.8486286001426732,0.949351392598245,0.7198111407859595,0.926,With Self Activation,5.0
Density 40%_With Self Activation_Network_85,Lowered Density,Density 40%,0.6909482165406374,0.7130869506210338,-0.9578980883905184,0.7090046070082368,0.4669831076364651,0.932,With Self Activation,5.0
Density 40%_With Self Activation_Network_86,Lowered Density,Density 40%,0.8444630513671243,0.8663378362013732,-0.8856025703970744,0.865971483294318,0.6660566077888913,0.9289999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_87,Lowered Density,Density 40%,0.8411358504002573,0.8459946637301398,-0.8820503988004262,0.8479570509405352,0.6769804516208352,0.9299999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_88,Lowered Density,Density 40%,0.8480490416580557,0.8421272187895029,-0.9088966924886684,0.8715720355349555,0.6452298184627269,0.931,With Self Activation,5.0
Density 40%_With Self Activation_Network_89,Lowered Density,Density 40%,0.7903428616172133,0.830251127622178,-0.9167393628068764,0.8158800820783918,0.542308628664835,0.9229999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_90,Lowered Density,Density 40%,0.8312043242080822,0.874173157072208,-0.906904236458079,0.8622001521765248,0.6366585238877097,0.916,With Self Activation,5.0
Density 40%_With Self Activation_Network_91,Lowered Density,Density 40%,0.8608352290728388,0.8873049902935242,-0.90474992701151,0.8950257721158279,0.6271633910237606,0.9269999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_92,Lowered Density,Density 40%,0.9019466244533244,0.8919923638778469,-0.8866244535664343,0.9196587567813808,0.6434753799643849,0.926,With Self Activation,5.0
Density 40%_With Self Activation_Network_93,Lowered Density,Density 40%,0.8381307724655371,0.8188164815691146,-0.9102095872944412,0.8478801025438769,0.6203904555314533,0.9289999999999996,With Self Activation,5.0
Density 40%_With Self Activation_Network_94,Lowered Density,Density 40%,0.8745145550627441,0.8762515093867435,-0.8899515074219729,0.8851972232253923,0.6551904016692749,0.928,With Self Activation,5.0
Density 40%_With Self Activation_Network_95,Lowered Density,Density 40%,0.8677473313676556,0.8608549241544832,-0.8846146461476735,0.8807957709535531,0.6631290101287276,0.928,With Self Activation,5.0
Density 40%_With Self Activation_Network_96,Lowered Density,Density 40%,0.7790907652577517,0.8808183707215403,-0.9241805995074958,0.7713695416185173,0.5143397415694926,0.919,With Self Activation,5.0
Density 40%_With Self Activation_Network_97,Lowered Density,Density 40%,0.9290464002899066,0.9335563785651676,-0.8335278756774886,0.948578143360752,0.7609400705052879,0.9289999999999998,With Self Activation,5.0
Density 40%_With Self Activation_Network_98,Lowered Density,Density 40%,0.8315858042283399,0.8836824867567682,-0.9151176346766964,0.866062176165803,0.5490377498149519,0.928,With Self Activation,5.0
Density 40%_With Self Activation_Network_99,Lowered Density,Density 40%,0.8753814325207896,0.8651101624790191,-0.8969450798337889,0.879071712314447,0.660840476688271,0.927,With Self Activation,5.0
Density 52%_With Self Activation_Network_0,Lowered Density,Density 52%,0.9015045873114516,0.9091500340592488,-0.848944498370062,0.9205961823411488,0.7919027281443389,0.951,With Self Activation,5.0
Density 52%_With Self Activation_Network_1,Lowered Density,Density 52%,0.8238744203592002,0.8473496766095739,-0.8886897928004236,0.8286758210872882,0.7176583955673331,0.9489999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_2,Lowered Density,Density 52%,0.9180191099193922,0.9100738536034748,-0.8459254253117873,0.9272306855277476,0.7869060573086688,0.9489999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_3,Lowered Density,Density 52%,0.9225087907362984,0.9290781358692828,-0.8355322718438449,0.938531295283504,0.8126022530734353,0.9479999999999996,With Self Activation,5.0
Density 52%_With Self Activation_Network_4,Lowered Density,Density 52%,0.9044334007279662,0.9081647194468736,-0.836966266435002,0.9202723282271792,0.8095046134551643,0.9499999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_5,Lowered Density,Density 52%,0.9476712994718413,0.94632676521296,-0.8135745413306225,0.9629543227732936,0.8292819483973313,0.9489999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_6,Lowered Density,Density 52%,0.9547046402258044,0.9573389066866164,-0.8125638271604151,0.9758974118968504,0.8257125473861562,0.9499999999999996,With Self Activation,5.0
Density 52%_With Self Activation_Network_7,Lowered Density,Density 52%,0.8643781694683242,0.8501244706709287,-0.9026244209741996,0.8581320652400617,0.7076711300212739,0.9449999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_8,Lowered Density,Density 52%,0.9401282455447432,0.9335303450286986,-0.8391160765931417,0.9557863083211952,0.8034111732368557,0.9479999999999996,With Self Activation,5.0
Density 52%_With Self Activation_Network_9,Lowered Density,Density 52%,0.9161530549389604,0.9169515376471166,-0.8355608595674521,0.9311851955177384,0.8059236527642163,0.9499999999999996,With Self Activation,5.0
Density 52%_With Self Activation_Network_10,Lowered Density,Density 52%,0.9434873489924313,0.9466020343311682,-0.8466438226761654,0.9670672849436928,0.7945963849720828,0.949,With Self Activation,5.0
Density 52%_With Self Activation_Network_11,Lowered Density,Density 52%,0.9287988450389956,0.9230410479132416,-0.8390241497750013,0.9449866514945948,0.7666856317563132,0.9519999999999996,With Self Activation,5.0
Density 52%_With Self Activation_Network_12,Lowered Density,Density 52%,0.905928342759162,0.9089656915108616,-0.8673034043200052,0.9257265877287406,0.76740581270183,0.9499999999999996,With Self Activation,5.0
Density 52%_With Self Activation_Network_13,Lowered Density,Density 52%,0.9260068195899772,0.92389820187354,-0.8502545475554876,0.9469411294973604,0.792156514795262,0.9499999999999996,With Self Activation,5.0
Density 52%_With Self Activation_Network_14,Lowered Density,Density 52%,0.9552329233757466,0.9575577870100798,-0.8010475634805849,0.9733552155234833,0.8474199932422648,0.9489999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_15,Lowered Density,Density 52%,0.9360915258700604,0.9420762494503068,-0.8434562862493178,0.9540365073391044,0.8052785095972902,0.9499999999999996,With Self Activation,5.0
Density 52%_With Self Activation_Network_16,Lowered Density,Density 52%,0.8947773979773703,0.8885488541105531,-0.8527856456384887,0.8979411504815764,0.7881063886188919,0.9439999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_17,Lowered Density,Density 52%,0.9118887215505438,0.9174037023581773,-0.8375765969321375,0.9263604367836836,0.8070120025268478,0.9509999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_18,Lowered Density,Density 52%,0.9015561468495652,0.9103191868665982,-0.8764363923790958,0.923982676170712,0.7680682125778219,0.9469999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_19,Lowered Density,Density 52%,0.95888557974552,0.9597210328918282,-0.7978537809354337,0.9776362487238076,0.8484612766784968,0.9489999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_20,Lowered Density,Density 52%,0.8855156777540245,0.8932211997678898,-0.8764959143413665,0.9052608695652172,0.7393913043478261,0.946,With Self Activation,5.0
Density 52%_With Self Activation_Network_21,Lowered Density,Density 52%,0.8911378246263485,0.8890230811571881,-0.8627272503995397,0.900825010855406,0.7787234042553192,0.9499999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_22,Lowered Density,Density 52%,0.9599479583062004,0.9571145573647432,-0.7949800533909203,0.9763204053790684,0.8489573182615474,0.948,With Self Activation,5.0
Density 52%_With Self Activation_Network_23,Lowered Density,Density 52%,0.8099478918546549,0.8023702495973752,-0.8982375583233283,0.8163892154260362,0.7030450115657351,0.9469999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_24,Lowered Density,Density 52%,0.8979206605052191,0.8966287569711399,-0.8452761062610668,0.9025976919306689,0.800472307623758,0.9509999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_25,Lowered Density,Density 52%,0.8037785937214021,0.814483820637213,-0.9149247180279853,0.8187145211499726,0.6623329060611609,0.9499999999999996,With Self Activation,5.0
Density 52%_With Self Activation_Network_26,Lowered Density,Density 52%,0.9215954144063776,0.9242558652534646,-0.8589887968037647,0.9441153063931382,0.7711999292598815,0.9489999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_27,Lowered Density,Density 52%,0.898433028075201,0.9043937881643864,-0.8338074191963081,0.9127163962657482,0.8115653040877367,0.948,With Self Activation,5.0
Density 52%_With Self Activation_Network_28,Lowered Density,Density 52%,0.9261120869380844,0.9210345255179526,-0.8230613190148516,0.9363727913576856,0.8239036894626018,0.9479999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_29,Lowered Density,Density 52%,0.9207578785001458,0.9197389891205324,-0.8423691774531111,0.9414038205242116,0.8008884940026655,0.948,With Self Activation,5.0
Density 52%_With Self Activation_Network_30,Lowered Density,Density 52%,0.9518112680442062,0.9515421330536304,-0.8080917270674446,0.9708196252324416,0.8320221236828304,0.9499999999999996,With Self Activation,5.0
Density 52%_With Self Activation_Network_31,Lowered Density,Density 52%,0.955948158077506,0.9559762751990544,-0.8083895467089134,0.9735785143963224,0.8490200822646987,0.9509999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_32,Lowered Density,Density 52%,0.9264269701122304,0.93441589587047,-0.8237124803868877,0.9436886039754646,0.831065811926394,0.9489999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_33,Lowered Density,Density 52%,0.8896282429151487,0.850583347995386,-0.8922449499661802,0.8392898946547015,0.6580959812719469,0.9489999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_34,Lowered Density,Density 52%,0.9418241829819874,0.9417945689650846,-0.8434806115348603,0.964202299676608,0.7917265540783327,0.9489999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_35,Lowered Density,Density 52%,0.8241836781138532,0.8376448704984263,-0.9046717245243108,0.8091937388125071,0.6392200175191377,0.9469999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_36,Lowered Density,Density 52%,0.9257802194283528,0.9224297339233054,-0.8179787718565715,0.933533072136437,0.8336483060613045,0.9519999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_37,Lowered Density,Density 52%,0.908750719112384,0.910923416562362,-0.828840026136981,0.9177988510987508,0.8240630983860673,0.9499999999999996,With Self Activation,5.0
Density 52%_With Self Activation_Network_38,Lowered Density,Density 52%,0.9338590797613384,0.933271770830146,-0.8250103223400146,0.9515044086901192,0.8071993455140442,0.95,With Self Activation,5.0
Density 52%_With Self Activation_Network_39,Lowered Density,Density 52%,0.8682455353796098,0.8480983566028847,-0.8930992164314295,0.8543505154639175,0.7090309278350515,0.9469999999999998,With Self Activation,5.0
Density 52%_With Self Activation_Network_40,Lowered Density,Density 52%,0.925828580164704,0.9243660708937432,-0.8324061651067369,0.939056679980254,0.804559529686308,0.9499999999999996,With Self Activation,5.0
