index,Type,Core_Density,Peripheral_Nodes,BiC A,BiC B,CC AB,F1 (Average),F1 (Strict),Team Strength,Team Size,Percentage_Impurity
0Indegree80% Density_0 Nodes_0 Edges_81,Lowered Density,80% Density,0 Nodes,0.3946791306454841,0.4346444283296596,0.1418470841775213,0.0194578413437551,0.0,0.0129,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_82,Lowered Density,80% Density,0 Nodes,0.5280601041421373,0.351269198513192,0.585934614320447,0.0031806302085901,0.0,0.012,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_83,Lowered Density,80% Density,0 Nodes,0.3741661394414685,0.5158198787946654,0.5867909917440608,0.0027557608524486,0.0,0.0118,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_84,Lowered Density,80% Density,0 Nodes,0.4484251900349484,0.4790973884154927,0.5840194221425015,0.005876811269122,0.0,0.0142,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_85,Lowered Density,80% Density,0 Nodes,0.4276960394844482,0.446099403149948,0.5846331195440694,0.0044697366125937,0.0,0.0117,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_86,Lowered Density,80% Density,0 Nodes,0.3545028083846009,0.3873174518337429,0.5409064507607849,0.0002350949783712,0.0,0.0122999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_87,Lowered Density,80% Density,0 Nodes,0.324856625220527,0.4223100789719496,0.4313255182847568,0.0056429396605349,0.0,0.0127999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_88,Lowered Density,80% Density,0 Nodes,0.3949338038976662,0.4331438835371956,0.2255758902819096,0.0112679844023127,0.0,0.0133999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_89,Lowered Density,80% Density,0 Nodes,0.4976490098401808,0.421916631085911,0.7567646240821816,0.0004789272030651,0.0,0.0127999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_90,Lowered Density,80% Density,0 Nodes,0.3448396575253776,0.4493985664565254,0.4015439819165322,0.0072922893006575,0.0,0.0124,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_91,Lowered Density,80% Density,0 Nodes,0.4090041895169417,0.4082923562257616,0.7361505279566587,0.0002562990418358,0.0,0.0157,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_92,Lowered Density,80% Density,0 Nodes,0.4280773273370015,0.3797588093014156,0.5250419567036426,0.0039096627642844,0.0,0.0104,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_93,Lowered Density,80% Density,0 Nodes,0.427755175370228,0.4266635833081724,0.611527493118883,0.0016119194911562,0.0,0.0123999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_94,Lowered Density,80% Density,0 Nodes,0.4945295487968781,0.6313502847982495,0.6069902907927133,0.0100348643322722,0.0,0.0131,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_95,Lowered Density,80% Density,0 Nodes,0.4189723095057232,0.4470036506954437,0.6192027259383757,0.0014494634821737,0.0,0.0121,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_96,Lowered Density,80% Density,0 Nodes,0.4552634807947174,0.4011351874465629,0.6387641289312027,0.0041597934447392,0.0,0.0140999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_97,Lowered Density,80% Density,0 Nodes,0.3676654811279197,0.4486740133653817,0.1310337639555912,0.0109944902894467,0.0,0.0116,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_98,Lowered Density,80% Density,0 Nodes,0.5970248996076732,0.5107902954326282,0.6242802232833777,0.0101422449859276,0.0,0.0144,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_99,Lowered Density,80% Density,0 Nodes,0.5011203785709011,0.5054531111876291,0.8372175565688034,0.000322084242923,0.0,0.0129,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_0,Lowered Density,80% Density,0 Nodes,0.4536117279889989,0.449897169393301,-0.2648816032914735,0.0585588008534595,3.585964534810751e-05,0.0166,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_1,Lowered Density,80% Density,0 Nodes,0.4484465193796201,0.4127843275715057,-0.0094715204256557,0.0856101050280889,0.0001221256847761,0.0153,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_2,Lowered Density,80% Density,0 Nodes,0.3099751211323021,0.4017312111368173,-0.0238501076263105,0.0408288739610611,0.0,0.0169,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_3,Lowered Density,80% Density,0 Nodes,0.4386668457700359,0.5198218224610869,-0.4915379199575691,0.1999960310372884,0.0006151892202972,0.0261,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_4,Lowered Density,80% Density,0 Nodes,0.4194964846161909,0.3507703786389616,0.1053349155548829,0.0192468979161738,0.0,0.0154999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_5,Lowered Density,80% Density,0 Nodes,0.4083059031465287,0.483262921939866,-0.3071352298885614,0.1126366531806834,2.1520185934406476e-05,0.0288999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_6,Lowered Density,80% Density,0 Nodes,0.3977713052161099,0.4810515811516311,-0.127563223823511,0.0965055489314867,0.0001834357516279,0.0113,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_7,Lowered Density,80% Density,0 Nodes,0.560291749141963,0.421183871820199,0.1785714428530324,0.0498037651898335,4.197536046340798e-05,0.0118,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_8,Lowered Density,80% Density,0 Nodes,0.4291931026159956,0.4314471349687218,-0.3503460942802582,0.0982543397698459,0.0,0.0319,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_9,Lowered Density,80% Density,0 Nodes,0.4163402432670001,0.3378742655014216,-0.1467149083191108,0.0832770798689431,1.6464428602005368e-05,0.0176,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_10,Lowered Density,80% Density,0 Nodes,0.3887210679810678,0.5317378150913525,-0.1274229866967736,0.0655764851997516,0.0,0.0329999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_11,Lowered Density,80% Density,0 Nodes,0.3764523728565488,0.4299568520669832,0.2600441037737409,0.0146499631540162,0.0,0.019,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_12,Lowered Density,80% Density,0 Nodes,0.4475212173157298,0.4873502589431741,-0.3209890820395185,0.1276172713516557,0.0,0.0227,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_13,Lowered Density,80% Density,0 Nodes,0.3132975400770916,0.5230091896092706,-0.1337613410032839,0.0584945234211139,0.0,0.0335999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_14,Lowered Density,80% Density,0 Nodes,0.3805171283467696,0.3956361751850944,-0.0955003644717064,0.0793807483025954,0.0,0.0206,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_15,Lowered Density,80% Density,0 Nodes,0.4260511764789834,0.3501970505624526,0.0061510987727888,0.0464219981437493,0.0,0.014,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_16,Lowered Density,80% Density,0 Nodes,0.3869146010545052,0.3378956332187439,-0.2857919366698785,0.0965675557498906,6.558810668998688e-05,0.0181,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_17,Lowered Density,80% Density,0 Nodes,0.334138494348936,0.3835092992869434,0.2445707932507043,0.0151532328156293,0.0,0.0139999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_18,Lowered Density,80% Density,0 Nodes,0.3909243925732169,0.491613330224549,-0.3000782145016392,0.1191404479100553,0.0,0.0207,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_19,Lowered Density,80% Density,0 Nodes,0.3001020209876687,0.4921804453913307,-0.2066186771730648,0.0546519886363636,0.0,0.0237999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_20,Lowered Density,80% Density,0 Nodes,0.4802886717480241,0.3843134012044337,-0.2601516378513233,0.1157600714141734,0.0001007861318282,0.0189,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_21,Lowered Density,80% Density,0 Nodes,0.4542443535766207,0.4301801712547052,-0.1573614395387774,0.0900250393058871,0.000194103146412,0.0152,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_22,Lowered Density,80% Density,0 Nodes,0.4549015714754309,0.3907377053324868,0.0223034123508228,0.072485145635102,8.31013420866747e-05,0.014,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_23,Lowered Density,80% Density,0 Nodes,0.4261265485890985,0.5485786960763173,0.1773454142107413,0.046077758417375,0.0,0.02,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_24,Lowered Density,80% Density,0 Nodes,0.3450220362777469,0.4145226899245441,0.1127742255404473,0.0260153718634616,0.0,0.0230999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_25,Lowered Density,80% Density,0 Nodes,0.4608921747193118,0.409311876398797,0.1907856941480964,0.037206678700361,0.0,0.0154,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_26,Lowered Density,80% Density,0 Nodes,0.3955071432050098,0.5779462240305776,0.0440801177517323,0.0819703593133596,0.0,0.0211999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_27,Lowered Density,80% Density,0 Nodes,0.3873929821598788,0.3393052681716879,-0.0490619481715076,0.042353057459146,3.2946758039008963e-05,0.0146,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_28,Lowered Density,80% Density,0 Nodes,0.5150087243773943,0.3771376470730398,0.0833602461846484,0.0584552461853075,0.0,0.0179,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_29,Lowered Density,80% Density,0 Nodes,0.3471061379139954,0.5838806401026903,-0.3428747496594485,0.1224118053954346,0.0001152870647913,0.0158,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_30,Lowered Density,80% Density,0 Nodes,0.6215618237561685,0.4435476911699239,-0.554450638940851,0.2004851144927954,2.887586266639716e-05,0.0318,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_31,Lowered Density,80% Density,0 Nodes,0.4522814753503782,0.4459771403093749,-0.281297286490035,0.1450446291166512,0.0,0.0164,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_32,Lowered Density,80% Density,0 Nodes,0.4708473543430607,0.3657835171716913,-0.5129732260689474,0.0901187150837988,0.0,0.0245,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_33,Lowered Density,80% Density,0 Nodes,0.4129558223981908,0.4216661640669468,-0.1574765490815677,0.0759929636144801,3.7033607999259326e-05,0.0207999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_34,Lowered Density,80% Density,0 Nodes,0.4568982256557809,0.4469260100497024,-0.6102165290022463,0.2692922511289614,0.0032570035567278,0.0206,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_35,Lowered Density,80% Density,0 Nodes,0.3326531511066227,0.37512099465845,-0.199154987580453,0.0497322716405524,9.879275256367191e-05,0.0185,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_36,Lowered Density,80% Density,0 Nodes,0.4148253423203595,0.4764841840424055,-0.0477657210486957,0.0742566540664822,0.0,0.0235,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_37,Lowered Density,80% Density,0 Nodes,0.4245531641841789,0.4626844138231851,-0.0066430712068533,0.0443945360571006,0.0,0.0195,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_38,Lowered Density,80% Density,0 Nodes,0.4439568824757934,0.3246270809618596,-0.3082910051650437,0.1055281200556168,0.0001198638346837,0.0231,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_39,Lowered Density,80% Density,0 Nodes,0.4790269390755691,0.4115016043235035,-0.4731675149157915,0.1054616777308388,0.0,0.0168,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_40,Lowered Density,80% Density,0 Nodes,0.5189166358103224,0.414473377619538,0.0693130403657168,0.056925652744468,0.0,0.0201,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_41,Lowered Density,80% Density,0 Nodes,0.4520194519555875,0.3766043058140749,0.2154687429110597,0.0349200262927256,2.738825591586328e-05,0.0168,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_42,Lowered Density,80% Density,0 Nodes,0.6663774383319543,0.3716661972304578,0.0370826538702812,0.0788792718836441,0.0,0.0397,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_43,Lowered Density,80% Density,0 Nodes,0.4872845307875587,0.3848024444387347,0.0193280234721757,0.0559802652468065,0.0,0.0218,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_44,Lowered Density,80% Density,0 Nodes,0.383732257850154,0.4443155735062487,0.2276401303717087,0.0291761271488809,1.621796951021732e-05,0.0196999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_45,Lowered Density,80% Density,0 Nodes,0.402418701470659,0.493448526815106,-0.455250419100607,0.1131580763127026,0.0,0.0327,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_46,Lowered Density,80% Density,0 Nodes,0.3931168070331739,0.3614795818786383,0.1193189553918775,0.0301657205406919,2.545630425374844e-05,0.0121,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_47,Lowered Density,80% Density,0 Nodes,0.4793624306686971,0.4397478929322736,-0.122635380375655,0.108834469265335,0.0001505020317774,0.0154999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_48,Lowered Density,80% Density,0 Nodes,0.4753171055040238,0.3843568111220296,-0.0070978736885287,0.0830004286326618,0.0,0.0319,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_49,Lowered Density,80% Density,0 Nodes,0.3527618569282024,0.4913957728838982,-0.2197490905856368,0.0603591160220994,0.0,0.0144,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_50,Lowered Density,80% Density,0 Nodes,0.3670230975781997,0.390833147678511,0.0275423684811446,0.047503473830477,0.0,0.0219,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_51,Lowered Density,80% Density,0 Nodes,0.5217423132118656,0.3353639634427078,-0.0984912017833733,0.0849567981741115,6.113465927616563e-05,0.0256,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_52,Lowered Density,80% Density,0 Nodes,0.4863649371803461,0.4268788647717307,-0.2757869714148819,0.1617228950726454,0.0002238689023707,0.0255999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_53,Lowered Density,80% Density,0 Nodes,0.3735585675311065,0.4916972725413561,-0.4002816507926705,0.1072325056433408,0.0001444695259593,0.0236,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_54,Lowered Density,80% Density,0 Nodes,0.4037239551693599,0.4771380921594311,-0.0460792999890593,0.1100412654745529,0.0010175048519907,0.0131,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_55,Lowered Density,80% Density,0 Nodes,0.3618784353134787,0.4636225358941862,-0.0326535842122327,0.0615144651937951,0.000213666082646,0.0162,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_56,Lowered Density,80% Density,0 Nodes,0.3932283316087736,0.3477250502700144,-0.0059139915411518,0.0323021008775817,0.0,0.0131,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_57,Lowered Density,80% Density,0 Nodes,0.2701598462928334,0.3852668681459782,-0.0249571820451244,0.0557008960758059,0.0,0.0176,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_58,Lowered Density,80% Density,0 Nodes,0.4325165781007096,0.4031165365118578,-0.4106664841772557,0.1264815749621403,8.076728924785463e-05,0.0221,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_59,Lowered Density,80% Density,0 Nodes,0.3836854008204172,0.5245794148769886,0.390722470983187,0.0100225121041107,0.0,0.0167,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_60,Lowered Density,80% Density,0 Nodes,0.4559084152211973,0.4282855736957112,-0.0303191643904249,0.1031644353340593,0.0002562295817052,0.0295,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_61,Lowered Density,80% Density,0 Nodes,0.3789932612330376,0.3856806289164106,-0.0931838614345355,0.0591220112247251,0.0,0.0211,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_62,Lowered Density,80% Density,0 Nodes,0.4304899169664542,0.5029296034967338,-0.3297242900582683,0.1982741904207872,0.0015270506108202,0.0227,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_63,Lowered Density,80% Density,0 Nodes,0.3647226104459256,0.4077717832050431,-0.1378521140513529,0.0648250460405156,1.6742005692281936e-05,0.0196,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_64,Lowered Density,80% Density,0 Nodes,0.4187837185993175,0.4237366655712463,-0.3181347974777005,0.0934532295207807,4.386445882223928e-05,0.0317,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_65,Lowered Density,80% Density,0 Nodes,0.4506013922403186,0.4270402115467912,0.1899565825551528,0.0494852288271856,0.0,0.0175999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_66,Lowered Density,80% Density,0 Nodes,0.38764659041863,0.4050842188284306,0.1815386573965412,0.0387329500619997,2.254537256228159e-05,0.0119,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_67,Lowered Density,80% Density,0 Nodes,0.4050558655104578,0.4337643464133139,-0.139653859073026,0.1015987485749131,0.0,0.0199999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_68,Lowered Density,80% Density,0 Nodes,0.3763419837861851,0.3800382983110239,0.1718942899899416,0.0496311200536552,0.0001829156758734,0.0154,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_69,Lowered Density,80% Density,0 Nodes,0.4632905558649904,0.4096651055819358,-0.4261603108078825,0.15819668428423,0.0004969056331029,0.024,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_70,Lowered Density,80% Density,0 Nodes,0.4163650356596534,0.555127064092433,0.255521967907121,0.0350284045171232,4.5999218013293776e-05,0.0232,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_71,Lowered Density,80% Density,0 Nodes,0.4747534164601835,0.4596676576263197,0.0041626758434496,0.0940857250005515,0.0,0.0239,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_72,Lowered Density,80% Density,0 Nodes,0.5285495632230581,0.351059703376828,0.1182826174469848,0.0630094043887147,0.0,0.015,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_73,Lowered Density,80% Density,0 Nodes,0.5754271146946189,0.4710635920846613,0.0531963590566494,0.1236383442265795,0.0,0.0274999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_74,Lowered Density,80% Density,0 Nodes,0.4935073022833381,0.5097673436485093,-0.2525449591783777,0.1636695334897055,0.0,0.0209999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_75,Lowered Density,80% Density,0 Nodes,0.4340359166841014,0.4000977428875965,0.2261958620867026,0.0319240140781517,0.0,0.0171,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_76,Lowered Density,80% Density,0 Nodes,0.4156729690020362,0.3871491652796205,-0.3354942767385184,0.1340500463392029,0.0008897126969416,0.0222,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_77,Lowered Density,80% Density,0 Nodes,0.3196403282393333,0.3105770908850233,-0.0850172040670624,0.0485165794066317,0.0,0.0117,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_78,Lowered Density,80% Density,0 Nodes,0.4444801198965202,0.407372425797428,-0.4122930581184417,0.1477132534367289,0.000198272823405,0.0313,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_79,Lowered Density,80% Density,0 Nodes,0.388372685897929,0.5891450445406227,0.1100365261321613,0.066959175887066,7.153758107592521e-05,0.023,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_80,Lowered Density,80% Density,0 Nodes,0.3492600996765599,0.4657614291360629,0.0983055373086748,0.0597995230588901,2.020936906349784e-05,0.0142,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_81,Lowered Density,80% Density,0 Nodes,0.5734330292420344,0.4061876086626865,-0.1049304595219876,0.1167751197956482,0.0004288404527063,0.02,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_82,Lowered Density,80% Density,0 Nodes,0.4330243616526774,0.5028397551377284,-0.3867734394395027,0.1930414776550257,0.000151932802292,0.0289999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_83,Lowered Density,80% Density,0 Nodes,0.5243392254488306,0.4998170517805697,-0.4927385131490926,0.1907957813998082,0.0001174007474514,0.0189,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_84,Lowered Density,80% Density,0 Nodes,0.5433663114743226,0.4048385734202337,-0.1905474615635562,0.0973983866365782,0.0001037532747127,0.0201999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_85,Lowered Density,80% Density,0 Nodes,0.5050589710144833,0.4110108473333605,-0.047867305104693,0.0888162931958552,0.0,0.036,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_86,Lowered Density,80% Density,0 Nodes,0.3438005373540354,0.4704641551938067,-0.2719503516521216,0.102046164701139,0.0,0.0293,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_87,Lowered Density,80% Density,0 Nodes,0.2994172567626789,0.5109391312582352,-0.0680788708954096,0.0513883405711277,0.0,0.0102,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_88,Lowered Density,80% Density,0 Nodes,0.3854866476769676,0.4076134347656954,-0.2193844079460248,0.0967059066501445,6.884207627702051e-05,0.0208,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_89,Lowered Density,80% Density,0 Nodes,0.4368362728762635,0.4358841085560944,-0.0919603812654778,0.088727948003714,0.0001857010213556,0.0198,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_90,Lowered Density,80% Density,0 Nodes,0.4315138835859133,0.4134799397858944,-0.2951154422440956,0.1115116073904166,0.0,0.0364,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_91,Lowered Density,80% Density,0 Nodes,0.4220415010062394,0.3662402370910929,-0.1848861930751979,0.0783039940979978,0.0,0.0150999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_92,Lowered Density,80% Density,0 Nodes,0.2735660879542461,0.3436096476188204,0.0028739512274352,0.0219149549070442,0.0,0.0121999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_93,Lowered Density,80% Density,0 Nodes,0.4663790992972168,0.3640678848177204,-0.0753979176173355,0.0543802487265384,0.0,0.0197999999999999,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_94,Lowered Density,80% Density,0 Nodes,0.4226921689781509,0.4246987761532447,-0.0809780875164561,0.0687714420252483,0.0,0.0172,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_95,Lowered Density,80% Density,0 Nodes,0.3777270014362575,0.4544903330094748,-0.2157032906400496,0.1027023180516269,0.0001245307857892,0.0199,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_96,Lowered Density,80% Density,0 Nodes,0.3867848133880766,0.4729893305311165,0.0540914732804117,0.0707175701626116,1.7617730483959055e-05,0.031,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_97,Lowered Density,80% Density,0 Nodes,0.5378724137701826,0.5931978075421431,0.3350806488265767,0.044593983829659,0.0,0.0211,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_98,Lowered Density,80% Density,0 Nodes,0.5044266431662641,0.3785575045930516,-0.1273830811143931,0.1258488266362282,0.0011801350384027,0.0204,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_99,Lowered Density,80% Density,0 Nodes,0.4736881231799849,0.3067111837742407,-0.0757314972700943,0.0185351270553064,0.0,0.0135,5,40% Impurity
0Indegree80% Density_0 Nodes_0 Edges_0,Lowered Density,80% Density,0 Nodes,0.6930338808013529,0.5062481136824868,-0.8693926256846641,0.4750791050470142,0.0208253854267184,0.1353,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_1,Lowered Density,80% Density,0 Nodes,0.5054196995799592,0.4746699576314397,-0.8224385196302583,0.4476117103235747,0.0473565100154083,0.1325,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_2,Lowered Density,80% Density,0 Nodes,0.5232150501709903,0.5513892089470335,-0.8115567375459327,0.4921924456636421,0.1757227263135682,0.1257,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_3,Lowered Density,80% Density,0 Nodes,0.6268626218794304,0.5255885796191453,-0.8713268327269917,0.4998788808591384,0.0063789414187088,0.1484,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_4,Lowered Density,80% Density,0 Nodes,0.6557048995273395,0.4956707575460012,-0.8486386025347872,0.4960112729834769,0.0664787836087183,0.1376,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_5,Lowered Density,80% Density,0 Nodes,0.4804379881646479,0.4608538223479944,-0.5227541787590627,0.3321824508402341,0.0339060771990397,0.1182,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_6,Lowered Density,80% Density,0 Nodes,0.4245053781559785,0.562621065450298,-0.8251158369300265,0.4126290706910246,0.0294413555732062,0.127,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_7,Lowered Density,80% Density,0 Nodes,0.8138829092569508,0.7381049175735106,-0.8919178372099981,0.817066488791481,0.2722443242728161,0.1464,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_8,Lowered Density,80% Density,0 Nodes,0.5916334720966314,0.5444134445061859,-0.8437357772521251,0.5196590817721315,0.0517273726246951,0.1157,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_9,Lowered Density,80% Density,0 Nodes,0.6139529611458057,0.6167889131894992,-0.8728273567122826,0.6016632656989951,0.0450660301081892,0.1535,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_10,Lowered Density,80% Density,0 Nodes,0.6596458081244242,0.6540288617990937,-0.9237575360904726,0.6466048633694123,0.2029073435907392,0.1489,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_11,Lowered Density,80% Density,0 Nodes,0.6194356314251896,0.5558016991481085,-0.8635898559255576,0.5573639540688966,0.0223664503245132,0.1313,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_12,Lowered Density,80% Density,0 Nodes,0.5599076377596003,0.6638044614622309,-0.8916144128707109,0.5709359496318049,0.1127055106898929,0.1468,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_13,Lowered Density,80% Density,0 Nodes,0.6959541679814123,0.7710839719208429,-0.798994686423006,0.4156879001427848,0.1618304085486619,0.1201,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_14,Lowered Density,80% Density,0 Nodes,0.6528780364766559,0.6573717536156756,-0.9062359347664536,0.5679362958013142,0.2682369974384675,0.141,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_15,Lowered Density,80% Density,0 Nodes,0.51598914574893,0.5813895128934241,-0.808740896973712,0.4198323154952903,0.0379360314667218,0.1128,5,20% Impurity
0Indegree80% Density_0 Nodes_0 Edges_16,Lowered Density,80% Density,0 Nodes,0.5885876522783103,0.6265497076497568,-0.8865158480152632,0.5309227381005888,0.0664074789878196,0.1484,5,20% Impurity
