index,Type,Core_Density,Peripheral_Nodes,BiC A,BiC B,CC AB,F1 (Average),F1 (Strict),Team Strength,Team Size,Percentage_Impurity
0Indegree80% Density_0 Nodes_0 Edges_40,Lowered Density,80% Density,0 Nodes,0.453622184388394,0.4865299849355172,0.7211325342945952,0.0004822929585228,0.0,0.0276,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_41,Lowered Density,80% Density,0 Nodes,0.4619750455364845,0.4107060814459277,0.7102889970193053,0.0017008868910217,0.0,0.0241,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_42,Lowered Density,80% Density,0 Nodes,0.4857641673324424,0.5505951382893993,0.6601921502476409,0.0041559025047736,0.0,0.0224,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_43,Lowered Density,80% Density,0 Nodes,0.4767558595925231,0.4150490340211642,0.7497268056887414,0.0003244997295835,0.0,0.0222,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_44,Lowered Density,80% Density,0 Nodes,0.4472892790682851,0.5288772247651269,0.7792949114237573,0.0009314781393724,0.0,0.0219,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_45,Lowered Density,80% Density,0 Nodes,0.492057766718487,0.505720119846379,0.795848216159779,0.0,0.0,0.0272,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_46,Lowered Density,80% Density,0 Nodes,0.4342102823536521,0.4886464786140591,0.705258703593008,0.0005056965225927,0.0,0.0224,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_47,Lowered Density,80% Density,0 Nodes,0.3963485477427591,0.3699785203468194,0.6542199639876978,0.0014456184618619,0.0,0.0236,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_48,Lowered Density,80% Density,0 Nodes,0.3687598905620828,0.3531627592674533,0.7384682919487028,0.0001234019448146,0.0,0.0241,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_49,Lowered Density,80% Density,0 Nodes,0.4516426421334447,0.4505661399068845,0.8064636225575701,0.0001214845410921,0.0,0.0225,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_50,Lowered Density,80% Density,0 Nodes,0.3681488510909676,0.36470819189025,0.5801257407702892,0.0003170394281761,0.0,0.0247,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_51,Lowered Density,80% Density,0 Nodes,0.3677082970638774,0.3322697638389136,0.5089587919437613,0.0010827253744425,0.0,0.0243,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_52,Lowered Density,80% Density,0 Nodes,0.4554768248222151,0.4633711444729516,0.7979359019420611,0.0003312281941438,0.0,0.0238999999999999,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_53,Lowered Density,80% Density,0 Nodes,0.3795486475742305,0.4004197822350223,0.7319174706185486,0.0004074979625101,0.0,0.024,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_54,Lowered Density,80% Density,0 Nodes,0.4473357337566179,0.431095563798023,0.678358265638659,0.0004126914767072,0.0,0.0223999999999999,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_55,Lowered Density,80% Density,0 Nodes,0.3872573636344361,0.4400421567371523,0.6902395395729215,0.0002351985289401,0.0,0.0229999999999999,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_56,Lowered Density,80% Density,0 Nodes,0.3853202231006415,0.4233799169785799,0.647031898508171,0.0002395261736782,0.0,0.0223,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_57,Lowered Density,80% Density,0 Nodes,0.4657536534637327,0.5466334218366892,0.818742814716509,0.0003530785735625,0.0,0.0271,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_58,Lowered Density,80% Density,0 Nodes,0.4804176691607327,0.4307467015364802,0.7517772514921873,0.0004874412203234,0.0,0.0240999999999999,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_59,Lowered Density,80% Density,0 Nodes,0.4649601066227172,0.4230466919743633,0.7043951066370867,0.0002896566252369,0.0,0.0231,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_60,Lowered Density,80% Density,0 Nodes,0.4425634002413541,0.4844256112869036,0.6944872557895191,0.0015110769624791,0.0,0.0252,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_61,Lowered Density,80% Density,0 Nodes,0.413853836439211,0.4280065635217762,0.6810647082820954,0.0003814973772055,0.0,0.0255,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_62,Lowered Density,80% Density,0 Nodes,0.3701710255923329,0.4014164541027534,0.62515601470132,0.0011112098853231,0.0,0.0233,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_63,Lowered Density,80% Density,0 Nodes,0.437570156811333,0.4110745169532219,0.7690392250884196,0.0002836275969651,0.0,0.0223,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_64,Lowered Density,80% Density,0 Nodes,0.3349811723448535,0.4985221449228166,0.5038972546128613,0.0010646679300726,0.0,0.0251,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_65,Lowered Density,80% Density,0 Nodes,0.3511272906046176,0.4111423702246636,0.6383343128350755,0.0008391164330747,0.0,0.0243,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_66,Lowered Density,80% Density,0 Nodes,0.4888867261184417,0.4827035719496101,0.8160081942663167,0.0002989811641866,0.0,0.0281999999999999,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_67,Lowered Density,80% Density,0 Nodes,0.50785338095447,0.4601812202967914,0.7712792637298533,0.000207272296577,0.0,0.0246,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_68,Lowered Density,80% Density,0 Nodes,0.517353559227214,0.524302765496715,0.7100970629139394,0.0004049894702737,0.0,0.0244999999999999,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_69,Lowered Density,80% Density,0 Nodes,0.4885539844690263,0.4343547150165905,0.7799320411295753,0.0002038676607642,0.0,0.0271,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_70,Lowered Density,80% Density,0 Nodes,0.3912151423913936,0.4086892153608089,0.7162797974948536,0.000737923596526,0.0,0.0235,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_71,Lowered Density,80% Density,0 Nodes,0.529314729221042,0.5739116439011355,0.7436693101302309,0.0006350214319733,0.0,0.0245,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_72,Lowered Density,80% Density,0 Nodes,0.375980074478858,0.3558996916244443,0.6195786349794637,0.0009347485224942,0.0,0.0242,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_73,Lowered Density,80% Density,0 Nodes,0.4657390778998536,0.532634999779279,0.68526665558929,0.0008278347252319,0.0,0.0258,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_74,Lowered Density,80% Density,0 Nodes,0.3605582797758517,0.4646364771253415,0.4906020363094632,0.0024210249978123,0.0,0.0231,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_75,Lowered Density,80% Density,0 Nodes,0.4075182355383991,0.4837517368190553,0.8211760994830534,2.601389141801722e-05,0.0,0.024,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_76,Lowered Density,80% Density,0 Nodes,0.4765970219955494,0.4977157959719832,0.821262989688156,2.950113579372806e-05,0.0,0.0263,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_77,Lowered Density,80% Density,0 Nodes,0.5095988141131987,0.5104386833500638,0.8399187885757838,0.0001352521099329,0.0,0.0263,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_78,Lowered Density,80% Density,0 Nodes,0.3387902476984348,0.3474437061603839,0.541709384027602,0.0004526642524573,0.0,0.0239,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_79,Lowered Density,80% Density,0 Nodes,0.3537633989198853,0.3624333015600831,0.653723488399416,0.0008568980291345,0.0,0.0221999999999999,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_80,Lowered Density,80% Density,0 Nodes,0.400340697058367,0.4009564204949775,0.7140133587653412,6.842753524018066e-05,0.0,0.0256,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_81,Lowered Density,80% Density,0 Nodes,0.4402258978197869,0.4303934386217678,0.6575975566270618,0.0016695720493996,0.0,0.0263,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_82,Lowered Density,80% Density,0 Nodes,0.4514825926499565,0.4656542833049146,0.7359399011057383,0.0009762691498948,0.0,0.0283,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_83,Lowered Density,80% Density,0 Nodes,0.5230233600829012,0.4797904399909321,0.789189741030759,0.0001622217896307,0.0,0.024,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_84,Lowered Density,80% Density,0 Nodes,0.4781447379690471,0.4508849210731939,0.7713950945919567,6.939866060585031e-05,0.0,0.0255999999999999,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_85,Lowered Density,80% Density,0 Nodes,0.4523378063706503,0.4181667894267311,0.7537398295680704,0.0002111189303307,0.0,0.0274,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_86,Lowered Density,80% Density,0 Nodes,0.4275706190709499,0.4523250808843916,0.7409414296477622,0.000243528237099,0.0,0.024,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_87,Lowered Density,80% Density,0 Nodes,0.4386948053571515,0.4198185714184986,0.8034718119384956,9.297424613382092e-05,0.0,0.0248,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_88,Lowered Density,80% Density,0 Nodes,0.4353314878931384,0.4639277165503142,0.7074492870752477,0.0006364437481641,0.0,0.0236,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_89,Lowered Density,80% Density,0 Nodes,0.4916316242095718,0.478141520539992,0.7952714625166033,0.0001429143085805,0.0,0.0259999999999999,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_90,Lowered Density,80% Density,0 Nodes,0.4483800950900263,0.4441032508717747,0.7287750444979587,0.0009004952723998,0.0,0.0255,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_91,Lowered Density,80% Density,0 Nodes,0.5356612883455246,0.4311233787756485,0.6917457995004569,0.0017818757778029,0.0,0.0213,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_92,Lowered Density,80% Density,0 Nodes,0.3703883224913023,0.3703147122273709,0.3282330883315322,0.0005925696913484,0.0,0.0243,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_93,Lowered Density,80% Density,0 Nodes,0.3769852782202998,0.417817461512237,0.7252060109581729,0.0002156450482505,0.0,0.0278,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_94,Lowered Density,80% Density,0 Nodes,0.419804190004745,0.3688763851140303,0.6437489076261406,0.0006071164607749,0.0,0.0228999999999999,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_95,Lowered Density,80% Density,0 Nodes,0.5298312611901157,0.4692939769087362,0.7552185354860924,0.0003896937465615,0.0,0.0298,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_96,Lowered Density,80% Density,0 Nodes,0.5397892400782413,0.5002531583810991,0.7628171548433096,0.0001759368637997,0.0,0.0284,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_97,Lowered Density,80% Density,0 Nodes,0.4843424997701488,0.4445945320926521,0.778729969636919,0.0001238788959912,0.0,0.0226999999999999,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_98,Lowered Density,80% Density,0 Nodes,0.4117185124856493,0.3730436177426429,0.6916227634232025,0.0004779353194201,0.0,0.0265,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_99,Lowered Density,80% Density,0 Nodes,0.3765117326532771,0.3672671555368871,0.5987626033277311,0.0004508227515215,0.0,0.0256,5,80% Impurity
0Indegree80% Density_0 Nodes_0 Edges_0,Lowered Density,80% Density,0 Nodes,0.3613737132472751,0.4311636262712796,0.6274359016916407,0.0001383125864453,0.0,0.013,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_1,Lowered Density,80% Density,0 Nodes,0.416424835839409,0.4083130124401072,0.5174430144080764,0.003003003003003,0.0,0.0133,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_2,Lowered Density,80% Density,0 Nodes,0.352207591761896,0.3497271749961086,0.5315354762332343,0.0019922907011997,0.0,0.0131,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_3,Lowered Density,80% Density,0 Nodes,0.5898936398097638,0.5426930555163453,0.6136648336685082,0.0024296844051234,0.0,0.0156,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_4,Lowered Density,80% Density,0 Nodes,0.3401051769021269,0.4367245921109157,0.0700132812994564,0.0247960848287112,0.0,0.0105,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_5,Lowered Density,80% Density,0 Nodes,0.3734888006480441,0.4545850459876632,0.0123202992332431,0.0213949602005365,0.0,0.0110999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_6,Lowered Density,80% Density,0 Nodes,0.4197572316972033,0.4459542589613146,0.5677351427291362,0.0030595813204508,0.0,0.0139,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_7,Lowered Density,80% Density,0 Nodes,0.457773707412708,0.3757036231319223,0.6908094679139627,0.0003970985333827,0.0,0.0109,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_8,Lowered Density,80% Density,0 Nodes,0.3527836457863387,0.441630141068352,0.3222379497567068,0.0077752068872073,0.0,0.0152999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_9,Lowered Density,80% Density,0 Nodes,0.3995126346797465,0.3927770467257746,0.2774657550473991,0.0132017213294109,0.0,0.0144999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_10,Lowered Density,80% Density,0 Nodes,0.521695626388846,0.4161740274742875,0.5611509196920434,0.0022278434011742,0.0,0.0149,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_11,Lowered Density,80% Density,0 Nodes,0.3631246444084554,0.4441976524603161,0.5332629337334425,0.0042080365246568,0.0,0.0138,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_12,Lowered Density,80% Density,0 Nodes,0.3679345998596461,0.4684266285997283,0.5143364693333089,0.0003181083158815,0.0,0.0083,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_13,Lowered Density,80% Density,0 Nodes,0.4089185583209551,0.34911045407086,0.2132065772929501,0.0071802293220527,0.0,0.0116999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_14,Lowered Density,80% Density,0 Nodes,0.5458114526892829,0.5078071916426871,0.6553132431257701,0.0022138387512142,0.0,0.0154,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_15,Lowered Density,80% Density,0 Nodes,0.4785007191001202,0.359391169285343,0.332930406003642,0.0083576909024479,0.0,0.0105,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_16,Lowered Density,80% Density,0 Nodes,0.5202849591750831,0.4706424771867072,0.6753773023595925,0.0016952744225471,0.0,0.014,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_17,Lowered Density,80% Density,0 Nodes,0.3593681937792856,0.3654477400315912,0.4661336389294371,0.0017362255774598,0.0,0.0136,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_18,Lowered Density,80% Density,0 Nodes,0.5296723008212593,0.4065624214082112,0.6122957823267178,0.0010073162973173,0.0,0.0171,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_19,Lowered Density,80% Density,0 Nodes,0.3966131734958604,0.3510406088610066,0.5120459439893157,0.0030341971871207,0.0,0.014,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_20,Lowered Density,80% Density,0 Nodes,0.3722149028698021,0.3570495436426019,0.5721208980113139,0.000420111902534,0.0,0.0146999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_21,Lowered Density,80% Density,0 Nodes,0.3672860083964543,0.3699975362248011,0.5736607080589048,0.0004082768859608,0.0,0.0157,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_22,Lowered Density,80% Density,0 Nodes,0.464400418885399,0.4245523461676302,0.5362315770740123,0.0058052778970176,0.0,0.0178,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_23,Lowered Density,80% Density,0 Nodes,0.343577901369429,0.460868758745586,0.2918006957815916,0.0124814091160946,0.0,0.0102,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_24,Lowered Density,80% Density,0 Nodes,0.3423051754589981,0.3937543302695052,0.507217289664879,0.0002429543245869,0.0,0.0144,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_25,Lowered Density,80% Density,0 Nodes,0.4224823408748555,0.4216553138027147,0.432546977341412,0.0043119355151986,0.0,0.0133,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_26,Lowered Density,80% Density,0 Nodes,0.3487792563803193,0.3618543031909517,0.3728143501441695,0.0002076939053377,0.0,0.0091,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_27,Lowered Density,80% Density,0 Nodes,0.3345390223774703,0.4747641316129823,0.3374412632571323,0.0049406635989343,0.0,0.0072999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_28,Lowered Density,80% Density,0 Nodes,0.3491847788236129,0.3843941907123825,0.2898893489371622,0.0105651176965721,0.0,0.0061999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_29,Lowered Density,80% Density,0 Nodes,0.4157889638875975,0.3691317244035701,0.4497886306404783,0.0044765414389236,0.0,0.0115,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_30,Lowered Density,80% Density,0 Nodes,0.494628547424894,0.4027325228235108,0.6737298495000085,0.0013261320345276,0.0,0.0155,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_31,Lowered Density,80% Density,0 Nodes,0.3306589148440507,0.4010883094790258,0.3813000995313511,0.0044235623422387,0.0,0.0128,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_32,Lowered Density,80% Density,0 Nodes,0.3705757897889266,0.3546166023984315,0.3737817116695537,0.0034935686576983,0.0,0.0095,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_33,Lowered Density,80% Density,0 Nodes,0.3625052536058919,0.3373789252405991,0.5397294358687057,0.0003335557038025,0.0,0.0139999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_34,Lowered Density,80% Density,0 Nodes,0.4244612728080483,0.4028384179313293,0.6226301482550783,0.0004591569004722,0.0,0.0154,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_35,Lowered Density,80% Density,0 Nodes,0.477030488421352,0.4218196740428147,0.3889823078493539,0.0109511805047301,0.0,0.0116,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_36,Lowered Density,80% Density,0 Nodes,0.3411336234534329,0.4005919224312338,0.458592159343152,0.0005699797558914,0.0,0.0112,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_37,Lowered Density,80% Density,0 Nodes,0.5289566776713472,0.5115681067995442,0.7303884644970865,0.0002367031978602,0.0,0.0136,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_38,Lowered Density,80% Density,0 Nodes,0.4638151354555515,0.4337819325511855,0.7391335573451222,0.0008672798948751,0.0,0.0177,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_39,Lowered Density,80% Density,0 Nodes,0.4642900112766541,0.4438891310737815,0.6022319896424891,0.0021477132262051,0.0,0.0144,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_40,Lowered Density,80% Density,0 Nodes,0.5239687566703244,0.4300098225663705,0.7214016660132537,0.0004253767622751,0.0,0.0145,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_41,Lowered Density,80% Density,0 Nodes,0.3467542911347693,0.3941765344439265,0.5497634302203767,0.0036872990534433,0.0,0.0159,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_42,Lowered Density,80% Density,0 Nodes,0.3520755058594885,0.3810144977016134,0.4320202246749123,0.0028157175877285,0.0,0.0154,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_43,Lowered Density,80% Density,0 Nodes,0.4569512203166661,0.4223965516210722,0.4186615664908825,0.0078004233156555,0.0,0.0149,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_44,Lowered Density,80% Density,0 Nodes,0.3275878346929749,0.3661858809567062,0.5155560747197775,0.000440933308837,0.0,0.0111,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_45,Lowered Density,80% Density,0 Nodes,0.3822947169003386,0.3950575250539356,0.5178728624034039,0.0039287013459439,0.0,0.0118999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_46,Lowered Density,80% Density,0 Nodes,0.3443602673621204,0.3267531023442138,0.3893619275582954,0.0005948053664661,0.0,0.0116,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_47,Lowered Density,80% Density,0 Nodes,0.4205439046921946,0.4266715519402282,0.6690762274736274,0.0006328959859789,0.0,0.0127999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_48,Lowered Density,80% Density,0 Nodes,0.4774159039190672,0.3577119418687888,0.1167486430641562,0.0285974454261314,0.0,0.0078,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_49,Lowered Density,80% Density,0 Nodes,0.4525997770378251,0.4099933426533509,0.66477964013991,0.0021996822681168,0.0,0.0139,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_50,Lowered Density,80% Density,0 Nodes,0.4270213330108502,0.379446057613942,0.3951574115803983,0.0060736463667066,0.0,0.0127,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_51,Lowered Density,80% Density,0 Nodes,0.3943204714883854,0.3932765902134297,0.431501775266885,0.0023202383931211,0.0,0.0077,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_52,Lowered Density,80% Density,0 Nodes,0.3661702974006377,0.462159609645688,0.6250668538326022,0.001605843197182,0.0,0.0116999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_53,Lowered Density,80% Density,0 Nodes,0.3640807983592576,0.4420548558295278,0.5017401080829612,0.0018897340199366,0.0,0.0118,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_54,Lowered Density,80% Density,0 Nodes,0.5625875362453349,0.4923184663125363,0.79994259802495,0.0002023114078345,0.0,0.0170999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_55,Lowered Density,80% Density,0 Nodes,0.4175104301150384,0.5007426902571819,0.583863228007441,0.0030101902341533,0.0,0.0157999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_56,Lowered Density,80% Density,0 Nodes,0.5018929825965613,0.4329766438009979,0.3997909654906545,0.0127640060125856,0.0,0.0069,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_57,Lowered Density,80% Density,0 Nodes,0.345755004347987,0.3379969253364737,0.3766087279299637,0.003547976085465,0.0,0.0118999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_58,Lowered Density,80% Density,0 Nodes,0.4141380258713005,0.4204787012224095,0.4106391977864814,0.0065615622340663,0.0,0.0133,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_59,Lowered Density,80% Density,0 Nodes,0.4617485576461599,0.3306233764808289,0.2288008034483923,0.0120964532986709,0.0,0.01,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_60,Lowered Density,80% Density,0 Nodes,0.405060748333142,0.4572140245209026,0.6943925821633359,0.0010270693707024,0.0,0.0133999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_61,Lowered Density,80% Density,0 Nodes,0.3647569369859498,0.4413419070975625,0.6021474152112712,0.0027889063502954,0.0,0.0129,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_62,Lowered Density,80% Density,0 Nodes,0.307883971183413,0.4106950497124585,0.3120161202873846,0.0030318342597271,0.0,0.0117,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_63,Lowered Density,80% Density,0 Nodes,0.4468762331815021,0.4044661524433595,0.5682331239822378,0.0023391812865497,0.0,0.0173,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_64,Lowered Density,80% Density,0 Nodes,0.3518763166193554,0.3863600760994447,0.441092639059217,0.0,0.0,0.0111,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_65,Lowered Density,80% Density,0 Nodes,0.6042176742404228,0.52919489077144,0.6738917535111129,0.0026151482462162,0.0,0.0161,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_66,Lowered Density,80% Density,0 Nodes,0.4934967082438422,0.3421697027919002,0.3877222824876912,0.0017039258451472,0.0,0.0118,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_67,Lowered Density,80% Density,0 Nodes,0.438946745990201,0.4360569659774755,0.4140201969418509,0.0031832651205093,0.0,0.0149,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_68,Lowered Density,80% Density,0 Nodes,0.3338032328628607,0.4809762148404603,0.4159641306685335,0.0051747472335005,0.0,0.0150999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_69,Lowered Density,80% Density,0 Nodes,0.4141436596319459,0.6043161970543961,0.4572373759038006,0.0040459086780612,0.0,0.0146,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_70,Lowered Density,80% Density,0 Nodes,0.4157893785196501,0.5028534962226483,0.5116885037027115,0.0094548597979361,0.0,0.0113,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_71,Lowered Density,80% Density,0 Nodes,0.5155741264795909,0.3485098167217135,0.2123276534801739,0.0130479479136463,0.0,0.0117,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_72,Lowered Density,80% Density,0 Nodes,0.4700966674710928,0.3909283125542284,0.0175571860400496,0.0147083749223149,0.0,0.0078,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_73,Lowered Density,80% Density,0 Nodes,0.4377338844686972,0.3818121601543938,0.7263936384859458,0.000115005318996,0.0,0.0182999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_74,Lowered Density,80% Density,0 Nodes,0.4121212782197809,0.4434098130531657,0.550688315718482,0.0044004190875321,0.0,0.0107,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_75,Lowered Density,80% Density,0 Nodes,0.4351380764359149,0.46327422983581,0.6509293216596631,0.0030020861954917,0.0,0.0132,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_76,Lowered Density,80% Density,0 Nodes,0.5165924828128811,0.3857275262134612,0.5471571598378203,0.0045369417847062,0.0,0.0089,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_77,Lowered Density,80% Density,0 Nodes,0.3752283918622607,0.4631738069782149,0.4898468883354245,0.0086580086580086,0.0,0.0141999999999999,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_78,Lowered Density,80% Density,0 Nodes,0.5332469503429152,0.501287043013579,0.7230838018607337,0.0019284795962097,0.0,0.0144,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_79,Lowered Density,80% Density,0 Nodes,0.3461410457383641,0.3720274379696741,0.5454371343759784,0.0001266399878425,0.0,0.0137,5,60% Impurity
0Indegree80% Density_0 Nodes_0 Edges_80,Lowered Density,80% Density,0 Nodes,0.3707175289250867,0.3831584363704701,0.5872368260361484,0.002546486644208,0.0,0.0164,5,60% Impurity
