,Unnamed: 0,index,Team Size,CC AB,F1,Team_Strength,Core Density,Impurity,Self Activation Status,log(Team Strength)
685,685,Random_Network_Density_above_20p_Impurity_below_40p_686,5,0.9844143737839876,0.0,0.0212,32.0,62.5,With Self Activation,-3.8537540973041704
686,686,Random_Network_Density_above_20p_Impurity_below_40p_687,5,-0.2252181988041148,0.0,0.0116,32.0,37.5,With Self Activation,-4.456750180869818
687,687,Random_Network_Density_above_20p_Impurity_below_40p_688,5,0.8524720878639809,0.0,0.0088,68.0,47.05882352941176,With Self Activation,-4.733003557497976
688,688,Random_Network_Density_above_20p_Impurity_below_40p_689,5,-0.3129957636966783,0.0,0.0158,28.000000000000004,42.85714285714285,With Self Activation,-4.147745338949216
689,689,Random_Network_Density_above_20p_Impurity_below_40p_690,5,-0.0694035464093118,0.0128366666666666,0.0144,84.0,42.85714285714286,With Self Activation,-4.240527072400182
690,690,Random_Network_Density_above_20p_Impurity_below_40p_691,5,0.9995298330333532,0.0,0.0337,92.0,82.6086956521739,With Self Activation,-3.390257441623821
691,691,Random_Network_Density_above_20p_Impurity_below_40p_692,5,-0.8402447587488576,0.2888533333333332,0.1691,72.0,22.22222222222222,With Self Activation,-1.7772650230776024
692,692,Random_Network_Density_above_20p_Impurity_below_40p_693,5,-0.2790240189725111,0.0,0.0215,32.0,50.0,With Self Activation,-3.83970234384852
693,693,Random_Network_Density_above_20p_Impurity_below_40p_694,5,0.9641066646963724,0.0,0.043,24.0,100.0,With Self Activation,-3.146555163288575
694,694,Random_Network_Density_above_20p_Impurity_below_40p_695,5,0.9997416601381433,0.0,0.051,48.0,100.0,With Self Activation,-2.9759296462578115
695,695,Random_Network_Density_above_20p_Impurity_below_40p_696,5,-1.0,1.0,0.2718,64.0,12.5,With Self Activation,-1.3026887772650937
696,696,Random_Network_Density_above_20p_Impurity_below_40p_697,5,0.906459004687442,0.0,0.0073,68.0,94.11764705882352,With Self Activation,-4.919880930827792
697,697,Random_Network_Density_above_20p_Impurity_below_40p_698,5,0.6740660805300567,0.0,0.0088999999999999,20.0,60.0,With Self Activation,-4.721704002244055
698,698,Random_Network_Density_above_20p_Impurity_below_40p_699,5,-0.9895608084234728,0.98002,0.4143,56.00000000000001,7.142857142857142,With Self Activation,-0.8811649298987809
699,699,Random_Network_Density_above_20p_Impurity_below_40p_700,5,0.4974234504415176,0.0,0.0073,80.0,55.0,With Self Activation,-4.919880930827792
700,700,Random_Network_Density_above_20p_Impurity_below_40p_701,5,0.1347961103272694,0.0,0.0107,24.0,83.33333333333334,With Self Activation,-4.537511537514277
