index,Core Density,CC AB,F1,Team Size,Self Activation Status
80_Yes_Network_33,80,-1.0,1.0,9,Yes
80_Yes_Network_34,80,-1.0,1.0,9,Yes
80_Yes_Network_35,80,-1.0,1.0,9,Yes
80_Yes_Network_36,80,-0.9999999999892486,0.99979,9,Yes
80_Yes_Network_37,80,-0.9999999999979998,0.9998533333333336,9,Yes
80_Yes_Network_38,80,-1.0,1.0,9,Yes
80_Yes_Network_39,80,-0.999999999998304,0.9998633333333332,9,Yes
80_Yes_Network_40,80,-1.0,1.0,9,Yes
80_Yes_Network_41,80,-0.9999999999932802,0.9998166666666666,9,Yes
80_Yes_Network_42,80,-1.0,1.0,9,Yes
80_Yes_Network_43,80,-1.0,1.0,9,Yes
80_Yes_Network_44,80,-0.999999999999872,0.9999533333333332,9,Yes
80_Yes_Network_45,80,-0.9999999999967676,0.9998133333333332,9,Yes
80_Yes_Network_46,80,-0.9999999999956316,0.9998033333333334,9,Yes
80_Yes_Network_47,80,-1.0,1.0,9,Yes
80_Yes_Network_48,80,-1.0,1.0,9,Yes
80_Yes_Network_49,80,-1.0,1.0,9,Yes
80_Yes_Network_50,80,-0.999999999999984,0.9999533333333332,9,Yes
80_Yes_Network_51,80,-0.9999999999997602,0.99995,9,Yes
80_Yes_Network_52,80,-0.9999999999867328,0.9997933333333332,9,Yes
80_Yes_Network_53,80,-1.0,1.0,9,Yes
80_Yes_Network_54,80,-1.0,1.0,9,Yes
80_Yes_Network_55,80,-1.0,1.0,9,Yes
80_Yes_Network_56,80,-0.9999999999866254,0.9997866666666666,9,Yes
80_Yes_Network_57,80,-1.0,1.0,9,Yes
80_Yes_Network_58,80,-0.999999999999984,0.99996,9,Yes
80_Yes_Network_59,80,-0.9999999999999518,0.9999533333333332,9,Yes
80_Yes_Network_60,80,-0.9999999999997602,0.99994,9,Yes
80_Yes_Network_61,80,-0.999999999998704,0.9998833333333332,9,Yes
80_Yes_Network_62,80,-0.9999999999794896,0.9997733333333332,9,Yes
80_Yes_Network_63,80,-0.9999999999909256,0.9997066666666666,9,Yes
80_Yes_Network_64,80,-0.999999999995632,0.9998466666666668,9,Yes
80_Yes_Network_65,80,-0.99999999999808,0.9998766666666664,9,Yes
80_Yes_Network_66,80,-0.9999999999994718,0.9999166666666668,9,Yes
80_Yes_Network_67,80,-0.999999999998784,0.9998666666666666,9,Yes
80_Yes_Network_68,80,-1.0,1.0,9,Yes
80_Yes_Network_69,80,-1.0,1.0,9,Yes
80_Yes_Network_70,80,-0.9999999999861175,0.9996733333333334,9,Yes
80_Yes_Network_71,80,-0.9999999999966404,0.9998733333333332,9,Yes
80_Yes_Network_72,80,-1.0,1.0,9,Yes
80_Yes_Network_73,80,-1.0,1.0,9,Yes
80_Yes_Network_74,80,-0.9999999999929088,0.9998133333333332,9,Yes
80_Yes_Network_75,80,-1.0,1.0,9,Yes
80_Yes_Network_76,80,-1.0,0.9999933333333334,9,Yes
80_Yes_Network_77,80,-0.9999999998336784,0.9994566666666668,9,Yes
80_Yes_Network_78,80,-1.0,1.0,9,Yes
80_Yes_Network_79,80,-1.0,0.99998,9,Yes
80_Yes_Network_80,80,-1.0,1.0,9,Yes
80_Yes_Network_81,80,-1.0,0.9999833333333334,9,Yes
80_Yes_Network_82,80,-0.9999999999840012,0.9997666666666668,9,Yes
80_Yes_Network_83,80,-0.999999999999328,0.9999233333333332,9,Yes
80_Yes_Network_84,80,-0.999999999999872,0.9999533333333332,9,Yes
80_Yes_Network_85,80,-0.999999999999472,0.99993,9,Yes
80_Yes_Network_86,80,-0.999999999979937,0.9997566666666666,9,Yes
80_Yes_Network_87,80,-1.0,1.0,9,Yes
80_Yes_Network_88,80,-1.0,1.0,9,Yes
80_Yes_Network_89,80,-1.0,1.0,9,Yes
80_Yes_Network_90,80,-1.0,0.99997,9,Yes
80_Yes_Network_91,80,-1.0,1.0,9,Yes
80_Yes_Network_92,80,-1.0,0.9999999999999998,9,Yes
80_Yes_Network_93,80,-1.0,1.0,9,Yes
80_Yes_Network_94,80,-1.0,1.0,9,Yes
80_Yes_Network_95,80,-1.0,1.0,9,Yes
80_Yes_Network_96,80,-0.999999999999856,0.9999533333333332,9,Yes
80_Yes_Network_97,80,-1.0,0.9999866666666668,9,Yes
80_Yes_Network_98,80,-0.9999999999855036,0.9997533333333332,9,Yes
80_Yes_Network_99,80,-0.9999999999914564,0.9998266666666666,9,Yes
80_Yes_Network_100,80,-0.9999999999992324,0.99992,9,Yes
80_Yes_Network_1,80,-1.0,1.0,10,Yes
80_Yes_Network_2,80,-0.999999999999984,0.99995,10,Yes
80_Yes_Network_3,80,-1.0,1.0,10,Yes
80_Yes_Network_4,80,-1.0,1.0,10,Yes
80_Yes_Network_5,80,-1.0,0.9999933333333332,10,Yes
80_Yes_Network_6,80,-1.0,0.99999,10,Yes
80_Yes_Network_7,80,-1.0,1.0,10,Yes
80_Yes_Network_8,80,-0.999999999999952,0.9999266666666666,10,Yes
80_Yes_Network_9,80,-0.9999999999994718,0.9998433333333334,10,Yes
80_Yes_Network_10,80,-1.0,0.9999566666666668,10,Yes
80_Yes_Network_11,80,-1.0,0.9999933333333332,10,Yes
80_Yes_Network_12,80,-1.0,1.0,10,Yes
80_Yes_Network_13,80,-0.9999999999983198,0.9998233333333332,10,Yes
80_Yes_Network_14,80,-1.0,0.99998,10,Yes
80_Yes_Network_15,80,-1.0,1.0,10,Yes
80_Yes_Network_16,80,-0.9999999999987038,0.99983,10,Yes
80_Yes_Network_17,80,-1.0,0.9999933333333332,10,Yes
80_Yes_Network_18,80,-0.999999999999712,0.9998133333333332,10,Yes
80_Yes_Network_19,80,-1.0,0.9999766666666666,10,Yes
80_Yes_Network_20,80,-0.9999999999968144,0.9997,10,Yes
80_Yes_Network_21,80,-1.0,1.0,10,Yes
80_Yes_Network_22,80,-1.0,1.0,10,Yes
80_Yes_Network_23,80,-1.0,1.0,10,Yes
80_Yes_Network_24,80,-1.0,0.9999666666666668,10,Yes
80_Yes_Network_25,80,-1.0,0.99997,10,Yes
80_Yes_Network_26,80,-1.0,1.0,10,Yes
80_Yes_Network_27,80,-0.999999999999984,0.99997,10,Yes
80_Yes_Network_28,80,-1.0,0.9999866666666668,10,Yes
80_Yes_Network_29,80,-1.0,0.9999766666666664,10,Yes
80_Yes_Network_30,80,-0.9999999999999518,0.9998599999999996,10,Yes
80_Yes_Network_31,80,-0.9999999999999842,0.9999633333333332,10,Yes
80_Yes_Network_32,80,-1.0,1.0,10,Yes
80_Yes_Network_33,80,-0.9999999999999358,0.9999633333333332,10,Yes
80_Yes_Network_34,80,-1.0,0.99997,10,Yes
80_Yes_Network_35,80,-1.0,1.0,10,Yes
80_Yes_Network_36,80,-0.9999999999999518,0.9999399999999998,10,Yes
80_Yes_Network_37,80,-1.0,0.9999933333333332,10,Yes
80_Yes_Network_38,80,-1.0,0.99997,10,Yes
80_Yes_Network_39,80,-1.0,1.0,10,Yes
80_Yes_Network_40,80,-1.0,1.0,10,Yes
80_Yes_Network_41,80,-1.0,1.0,10,Yes
80_Yes_Network_42,80,-1.0,0.99994,10,Yes
80_Yes_Network_43,80,-1.0,1.0,10,Yes
80_Yes_Network_44,80,-1.0,1.0,10,Yes
80_Yes_Network_45,80,-1.0,0.99998,10,Yes
80_Yes_Network_46,80,-1.0,0.9999533333333332,10,Yes
80_Yes_Network_47,80,-0.999999999999472,0.99982,10,Yes
80_Yes_Network_48,80,-1.0,1.0,10,Yes
80_Yes_Network_49,80,-0.999999999999984,0.9999766666666666,10,Yes
80_Yes_Network_50,80,-1.0,0.99997,10,Yes
80_Yes_Network_51,80,-1.0,0.9999999999999998,10,Yes
80_Yes_Network_52,80,-1.0,1.0,10,Yes
80_Yes_Network_53,80,-1.0,1.0,10,Yes
80_Yes_Network_54,80,-1.0,0.9999566666666666,10,Yes
80_Yes_Network_55,80,-1.0,0.9999866666666668,10,Yes
80_Yes_Network_56,80,-0.9999999999999358,0.9999166666666666,10,Yes
80_Yes_Network_57,80,-1.0,1.0,10,Yes
80_Yes_Network_58,80,-0.9999999999982996,0.9997966666666668,10,Yes
80_Yes_Network_59,80,-0.9999999999987356,0.99984,10,Yes
80_Yes_Network_60,80,-1.0,0.9999933333333332,10,Yes
80_Yes_Network_61,80,-1.0,1.0,10,Yes
80_Yes_Network_62,80,-1.0,0.9999766666666666,10,Yes
80_Yes_Network_63,80,-0.999999999999984,0.9999766666666666,10,Yes
80_Yes_Network_64,80,-1.0,1.0,10,Yes
80_Yes_Network_65,80,-1.0,0.9999999999999998,10,Yes
80_Yes_Network_66,80,-0.9999999999982236,0.9997966666666668,10,Yes
80_Yes_Network_67,80,-1.0,0.9999666666666668,10,Yes
80_Yes_Network_68,80,-1.0,1.0,10,Yes
80_Yes_Network_69,80,-1.0,0.99998,10,Yes
80_Yes_Network_70,80,-0.9999999999803406,0.99974,10,Yes
80_Yes_Network_71,80,-1.0,0.99999,10,Yes
80_Yes_Network_72,80,-1.0,0.9999999999999998,10,Yes
80_Yes_Network_73,80,-1.0,0.9999833333333332,10,Yes
80_Yes_Network_74,80,-0.999999999999984,0.9999766666666666,10,Yes
80_Yes_Network_75,80,-1.0,0.99997,10,Yes
80_Yes_Network_76,80,-1.0,0.9999733333333332,10,Yes
80_Yes_Network_77,80,-1.0,0.99997,10,Yes
80_Yes_Network_78,80,-1.0,0.9999533333333332,10,Yes
80_Yes_Network_79,80,-1.0,0.9999566666666666,10,Yes
80_Yes_Network_80,80,-1.0,1.0,10,Yes
80_Yes_Network_81,80,-0.999999999993454,0.99972,10,Yes
80_Yes_Network_82,80,-1.0,0.99999,10,Yes
80_Yes_Network_83,80,-1.0,0.9999833333333332,10,Yes
80_Yes_Network_84,80,-1.0,0.9999666666666666,10,Yes
80_Yes_Network_85,80,-1.0,1.0,10,Yes
80_Yes_Network_86,80,-1.0,1.0,10,Yes
80_Yes_Network_87,80,-1.0,0.9999366666666668,10,Yes
80_Yes_Network_88,80,-1.0,0.9999966666666666,10,Yes
80_Yes_Network_89,80,-1.0,1.0,10,Yes
80_Yes_Network_90,80,-1.0,0.9999866666666668,10,Yes
80_Yes_Network_91,80,-1.0,0.9999733333333334,10,Yes
80_Yes_Network_92,80,-1.0,1.0,10,Yes
80_Yes_Network_93,80,-0.9999999999999036,0.9998933333333332,10,Yes
80_Yes_Network_94,80,-1.0,0.9999966666666664,10,Yes
80_Yes_Network_95,80,-1.0,0.99998,10,Yes
80_Yes_Network_96,80,-0.999999999997712,0.9998233333333332,10,Yes
80_Yes_Network_97,80,-0.999999999999984,0.99995,10,Yes
80_Yes_Network_98,80,-1.0,0.99999,10,Yes
80_Yes_Network_99,80,-1.0,0.9999966666666666,10,Yes
80_Yes_Network_100,80,-1.0,1.0,10,Yes
