,Core Impurity,F-statistic,p-value
0,0.0,307.96075883175735,4.19627210098863e-120
1,20.0,224.79342358910822,7.983109005229772e-110
2,40.0,7.207031011009455,1.2037245326633701e-05
3,60.0,1.0979594231208427,0.35685673931537654
4,80.0,6.452444138413563,4.564798174151861e-05
5,100.0,10.140993072473062,7.978272930554148e-08
