,Core Impurity,F-statistic,p-value
0,0.0,1494.1441255818131,2.292980909297188e-237
1,20.0,130.90568046561947,3.463066008767937e-76
2,40.0,2.54118686123427,0.03906783532663765
3,60.0,1.3934007897471512,0.23505516283272493
4,80.0,1.0000000000000016,0.40709507316549715
5,100.0,,
